id,price
97955-74,380000
84951-814,415000
106478-4,979000
8450-1386,575000
76720-239,190000
56586-1489,189999
8735-1229,330000
91638-326,2200000
80348-4065,165000
27590-3080,219000
92647-999,720000
31397-4306,729000
28880-2009,529000
81759-1389,6650000
6623-1547,284999
9636-12247,2790000
102957-545,154000
100027-85,10500000
31522-8994,590000
94651-714,215000
94651-726,163000
102045-34,570000
82414-10,625000
102229-74,400000
3596-2659,1525000
99090-1063,183000
39030-3135,435000
79698-735,725000
30092-2048,1250000
18513-2093,350000
91638-314,1090000
82414-6,480000
2608-1908,2600000
99090-817,150000
9636-12246,9500000
6786-14296,255000
74146-771,90000
97813-74,158000
90826-208,114000
94651-455,265000
56586-1470,520000
52014-4717,168000
84036-5449,149000
1472-916,1075000
103607-48,99000
16761-22812,387000
54684-1702,699000
15186-1146,329000
92090-986,489000
102957-391,205000
94659-23,370000
90826-174,359500
1976-25982,1450000
9636-11746,4975000
6786-14305,214000
93997-510,489000
0-31819593,1000000
76459-58,365000
77162-2490,210000
94659-53,895000
2608-1876,2600000
56586-1490,104999
84036-5492,133000
47587-749,835000
84036-5303,164000
77162-2838,1300000
94651-600,399000
63555-9117,565000
28880-1980,495000
0-30662899,1390000
28880-2011,560000
102045-6,340000
85070-31,415950
90826-95,225000
80348-4058,125000
94651-721,179000
51390-254,180000
88368-3769,178000
102957-493,289000
97230-838,130000
61156-3832,297000
97230-1066,183000
77162-2327,225000
28880-2017,720000
59414-1967,200000
84036-5403,234000
82476-1140,159000
102957-546,163000
94256-196,425000
11065-1239,375000
96922-227,179000
3286-6175,289000
103168-73,118500
56586-1487,158999
14072-9207,333000
94651-722,185000
88368-3876,165000
80317-4736,1100000
5225-12653,229000
28854-15474,645000
43944-2168,183000
94651-707,190000
94651-717,183000
41016-160,1250000
0-32390177,370000
93832-777,440000
99090-961,220000
28880-2015,545000
80348-4075,169000
83304-1531,285000
56110-8184,1250000
31522-8995,360000
89604-183,235000
87712-561,285001
103168-76,675000
28854-13798,295000
28880-2013,479000
103119-524,320000
96604-67,750000
61727-2214,640000
6166-19746,520000
2603-1599,287000
6166-19758,485000
94659-14,615000
92090-1421,410000
84036-5309,172000
15186-1153,169000
14072-9169,289000
2602-5017,410000
48670-482,825000
5733-5891,280000
0-32068050,625000
46377-4926,840000
3010-71349,1400000
31522-8512,133000
80317-4722,950000
4913-699,325000
99090-882,265000
82414-2,415000
97230-1332,259000
90826-196,300000
691972-1428,205000
84059-381,340000
31522-8993,780000
3010-71084,1285000
65585-631,460000
88368-3870,187000
92090-2038,900000
71928-1228,707000
97230-1088,185000
84036-5112,172500
93640-156,185000
16814-2606,338000
48670-500,550000
76720-261,229000
6060-34987,300000
90826-164,180000
97813-100,195000
93546-500,698500
6364-311,660000
0-31927536,535000
2533-1736,1390000
92090-2215,425000
63124-3641,1450000
84036-5139,134000
1252-7397,7500000
56119-12076,188000
45177-2341,109500
7433-3645,292000
84059-526,285000
94659-16,310000
14072-9172,389000
106761-9,210000
92160-580,459000
48733-182,330000
94282-102,390000
0-19872978,700000
93825-3730,235000
2401-12686,1285000
15878-10695,210000
15186-1070,149000
92090-993,380000
51977-1679,310000
94651-585,155000
26004-11774,430000
51109-2902,725000
691972-1132,205000
77162-2822,685000
94544-8,180000
64542-9986,119000
3010-71739,1550000
691972-1448,232000
63555-9189,590000
97813-99,138000
28880-1961,585000
96095-13,142500
6623-1542,239999
97230-1090,225000
87437-129,275000
93825-3726,195000
53744-2353,575000
30001-4933,480000
53744-2365,360000
70189-3143,1080000
74534-1196,860000
2200-1862,450000
81975-828,275000
28880-1943,589000
53576-3040,335000
90981-1342,450000
56586-1486,116750
94659-15,290000
103647-46,620000
37428-2255,175000
92090-2191,1850000
30001-4880,340000
84036-5233,144000
26004-11784,220000
93997-526,419000
92090-820,309000
0-32040994,549000
17993-38556,1750000
91032-96,149000
7074-1068,350000
5121-2760,440000
18435-3480,225000
2608-1948,4607000
691972-1621,118000
0-32122849,625000
0-31765104,748000
82476-722,320000
3918-3191,875000
102972-144,389000
16139-1431,300000
63555-9201,470000
28854-15339,405000
92647-843,529000
96095-49,175000
16139-1429,330000
20629-653,250000
107284-3,245000
76785-3022,230000
65585-471,350000
85070-17,420485
84059-588,265000
93997-422,549000
0-32162067,2250000
92090-2182,435000
1152-2191,17020000
6232-7530,245000
92090-2204,3750000
14953-4912,770000
96813-108,460000
13402-97183,700000
1288-924,315000
0-31348988,375000
4480-16538,310000
90826-199,250000
1500-16549,198000
2726-6807,129000
94651-512,350000
80628-325,285000
58238-93,255000
53653-921,290000
99090-992,133000
94659-87,495000
5225-12590,198000
93997-401,629000
28880-2014,499000
6060-35180,397000
0-32192980,1800000
17043-1331,279000
90826-229,105000
5225-12679,289000
3010-71523,950000
30302-1774,295000
3353-407,205000
2533-1685,255000
81975-830,225000
88183-128,435000
107542-28,1550000
99090-994,409000
107257-1,1100000
28854-14830,530000
82476-1104,364000
84059-576,219000
4583-10997,380000
51505-256,1055000
4241-1930,1100000
21671-4294,2100000
64718-787,325000
88183-27,352500
77162-2800,550000
3535-2447,500000
2533-1843,810000
17811-6375,123000
2533-1628,800000
84490-285,139000
93997-520,495000
13402-97321,660000
73617-1826,325000
42856-208,490000
50378-159,550000
91426-103,490000
105972-19,89000
30001-4939,770000
82476-1019,185000
4367-3864,1290000
61688-1995,297500
17043-1376,157000
23946-475,1950000
0-29323011,540000
13402-96600,645000
47297-1548,580000
43940-656,1290000
2533-1375,290000
0-32398060,160000
16139-1406,354000
96095-147,215000
30302-1743,166000
86071-243,180000
39085-3417,205000
1829-2745,570000
31383-5603,7000000
6788-18849,319000
99691-580,148000
692609-1844,362500
2670-1437,875000
16761-22632,309000
88942-1457,549000
26340-5692,649000
6411-5844,498000
32964-8652,289000
17600-1554,350000
80909-3876,289000
55899-44469,255000
82297-305,339000
15356-5039,168000
93737-281,280000
87712-643,670000
82127-13246,575000
92941-2477,950000
14762-546,2200000
81240-7102,420000
83023-6445,149000
81391-531,200000
91281-65,850000
6788-18856,347000
53138-5132,125000
63901-1554,1000000
9435-1142,165000
14099-13284,235000
39621-1532,315000
16262-1464,820000
31397-4939,500000
99090-1034,159900
58292-5427,580000
14431-8150,200000
51524-3141,550000
18215-8137,525000
80317-4768,620000
56367-1344,105000
89198-1260,106000
6788-18608,229000
89706-64,185000
2603-1760,785000
86604-3154,135000
93197-101,220000
74234-8803,255000
17811-6359,255000
91674-778,205000
6788-18670,115000
19164-18307,340000
80317-4762,700000
67236-1794,335000
1361-14221,550000
86604-3156,150000
97467-56,300000
3920-6634,1250000
69537-49782,1350000
1004-756,1200000
43996-7312,310000
53138-5164,150000
56367-1317,135000
43272-3137,1350000
53646-5456,280000
91674-777,135000
91527-3495,250000
6788-18853,215000
102957-444,325000
1077-62605,1045000
76070-1557,263000
105939-246,168000
86673-3171,394000
10978-6792,345000
691737-1024,160000
105939-112,233000
1723-3137,1650000
97136-327,455000
88942-1460,640000
16744-17768,283000
83023-6441,153000
49157-16359,275000
18510-15523,199000
27938-67,135000
4583-11229,250000
70383-2795,185000
92553-478,360000
14497-8990,215000
105939-248,138000
80909-3877,315000
83304-1544,210000
76666-5816,136000
97141-4621,295000
2233-14151,450000
27283-11133,245000
99090-1067,199000
28568-10794,200000
77059-803,295000
65936-6975,82000
691738-979,170000
99090-837,158000
79215-49960,1525000
56805-2151,190000
56374-2699,320000
89706-62,185000
82413-4998,265000
44716-4197,149000
93077-129,117000
2250-790,335000
6788-18854,249000
62574-1709,1150000
80909-3868,394000
20010-6672,660000
39113-4764,300000
53138-5261,160000
99090-867,183500
5826-3821,439000
44318-5638,525000
34525-2629,210000
53138-5035,210000
86604-3155,90000
31522-8877,290000
95523-189,615000
82476-1134,385000
7652-179995,2950000
87967-6952,103000
20659-1745,300000
80317-4767,950000
4492-8192,1500000
97662-238,269000
82413-5011,280000
16761-22894,214000
88942-1462,545000
14431-8158,153000
14072-9146,310000
53138-5073,80000
2046-17098,3750000
2640-1548,925000
54878-1089,647308
52484-2106,540000
91359-83,265000
6166-19980,390000
2600-13379,10000000
65936-6970,117000
18510-15557,115000
5733-5862,365000
6788-18816,390000
88942-1465,740000
99090-912,245000
43272-3141,1750000
1723-3128,1400000
18510-15560,119000
49293-7360,150000
31522-8668,320000
53138-5088,250000
52154-2608,199000
46998-3332,450000
80348-4076,188500
8315-7155,470000
31522-9078,320000
70185-3545,350000
98696-762,225000
66000-1440,365000
88942-1461,570000
31397-4930,665000
43936-10921,615000
80317-4766,420000
6060-35273,485000
6788-18634,359000
60171-1096,299000
14497-8969,220000
104775-2247,169000
80348-4073,162500
3890-4250,845000
2046-17109,2000000
101691-76,350000
55818-1469,239000
87285-1106,350000
8030-3701,495000
43480-7830,140000
691738-980,175000
102972-136,239000
87204-1134,375000
70185-3534,880000
73618-7561,405000
6680-17714,305000
100261-164,45000
80901-2326,180000
96191-291,230000
99090-1066,190000
3483-2771,347000
65465-599,125000
80826-2578,800000
3493-17909,239000
31397-4938,475000
2312-18418,700000
28849-7092,97500
79624-1317,170000
73663-4189,229000
84104-1011,250000
70388-1784,450000
97141-4609,120000
87967-6953,189000
31397-4914,375000
78760-2368,74000
6388-6335,750000
102972-137,199000
14497-8988,280000
69537-50024,1000000
93678-4315,235000
43309-1826,170000
66000-1464,900000
45840-2432,600000
43936-10924,170000
80212-1668,390000
87783-1028,385000
77837-974,595000
25542-1872,160000
40243-6333,118000
80909-3860,729000
76070-1562,365000
36851-7868,347000
53138-5107,130000
94123-1017,380000
106423-214,200000
3493-17901,252000
3493-17911,235000
4656-29085,1250000
74348-3171,1095000
16761-22778,183000
97895-118,72000
80909-3866,289000
9173-8873,460000
31514-2893,3500000
100261-150,240000
5837-4529,430000
65185-893,175000
31383-5596,1500000
95184-781,425000
99090-974,164000
58364-2457,119000
107655-11,120000
80826-2565,635000
45238-4686,235000
93832-788,440000
77348-581,185000
2603-1900,740000
6526-1801,975000
1057-10978,375000
31522-8671,960000
79470-835,250000
42225-6348,660000
88252-1945,315000
12890-3966,164000
64542-9998,158000
31522-9080,125000
41097-844,585000
88942-1466,640000
14431-8165,159000
3920-6591,1070000
87616-605,255000
90004-775,495000
7499-16127,465000
89095-240,265000
86455-1317,260000
61688-2841,320000
74234-8252,175000
85347-886,575000
70185-3544,350000
14497-8973,230000
101843-251,1700000
87714-391,139000
99090-1015,189000
6788-18671,182000
106629-11,260000
17468-9583,700000
47767-5331,360000
74348-3170,1380000
14497-8932,240000
0-32397681,479000
70496-1025,210000
31522-8876,245000
24511-5002,219000
26340-5675,545000
24511-5003,250000
49157-16435,679000
87967-6949,199000
71832-1146,197000
87967-6979,140000
43480-7869,155000
106579-25,1100000
1723-3123,1450000
45186-3125,265000
105972-68,350000
99090-907,195000
92223-1197,212000
83182-221,225000
54979-9783,254500
4708-1437,215000
49157-16429,245000
1049-158771,815000
28110-7617,490000
69537-49517,1950000
88942-1463,600000
25542-1858,350000
5837-4527,330000
88420-1592,350000
31397-4934,910000
87967-6948,155000
6788-18831,275000
76432-14806,850000
98824-91,167000
39997-2590,907000
20256-18774,259000
31522-8703,550000
53653-1013,335000
691739-1035,245000
59689-2190,425000
4681-2245,160000
6786-14260,268000
47767-5332,360000
107245-18,380000
4583-11246,387000
16761-22793,369000
2186-6158,940000
72864-4440,349000
691737-1019,150000
6788-18597,347000
67642-1078,580000
101843-229,2100000
92828-1682,135000
73618-7559,330000
82476-1147,169000
106733-4,500000
97600-1148,210000
99090-1075,375000
80909-3867,219000
9842-4274,270000
89181-1270,559000
100092-406,172000
31383-5604,1490000
31522-9073,150000
104770-349,391000
7008-144,600000
40474-3506,225000
14637-1347,335000
102131-231,340000
89801-743,125000
92089-153,1200000
6680-17740,205000
1049-158754,1550000
26709-3757,475000
7524-4680,900000
17314-1173,280000
67552-1223,310000
43809-427,255000
67922-1714,430000
55392-3203,2200000
91207-470,260000
97600-1147,375000
89801-742,169000
93645-388,365000
84059-568,285000
70388-1780,165000
3763-4398,670000
58364-2508,348000
9967-2464,585000
85783-819,4000000
54919-7209,235000
82413-5020,270000
106629-12,250000
1493-11364,197000
69537-49518,760000
98696-761,190000
86002-1540,850000
104336-33,340000
692275-1301,390000
104017-101,275000
7652-179991,990000
97141-4605,235000
105939-250,139000
1057-10988,375000
82818-509,115000
97141-4618,195000
96813-113,460000
80212-1663,370000
6464-8123,265000
26940-3013,500000
96562-203,250000
14676-3475,950000
87457-1575,450000
16744-17748,140000
49493-1834,189000
87957-601,570000
4583-11248,190000
90004-768,667000
53138-5106,135000
691736-1069,215000
87967-6980,210000
1049-158767,750000
2908-8314,995000
88252-1977,625000
56620-1423,550000
1049-158567,1375000
691739-1036,275000
80318-174,1750000
107688-1,1200000
4834-1086,228000
5826-3852,615000
6802-8842,975000
73188-1253,240000
84036-5495,179000
106423-150,279000
1057-10977,330000
65936-6974,128000
70185-3504,325000
5343-6584,3500000
17811-6363,370000
41000-232,480000
22228-2879,290000
70586-2362,130000
23862-11277,65000
6384-1194,710000
72864-4441,949000
4476-26163,320000
1181-9930,410000
48276-1584,330000
1571-5283,1200000
106423-50,700000
1057-10976,370000
25542-1874,590000
107241-75,239000
68974-6924,210000
93020-593,285000
77059-801,400000
90448-245,950000
75931-482,255000
5555-29110,1045000
1006-15731,780000
28568-10795,179000
4762-3648,460000
23474-30111,595000
77474-1119,400000
89673-609,225000
692609-1926,204000
19164-18308,480000
98394-91,1175000
63618-1598,575000
31397-4927,295000
65704-5014,610000
14497-8917,275000
1723-3139,1550000
4510-11082,263000
60124-508,225000
87967-6966,169000
22543-2670,1650000
82476-1136,215000
99090-1074,225000
31397-4932,925000
6166-19981,380000
41945-5456,2500000
74234-8823,145000
54237-1058,515000
74234-8239,210000
102131-233,525000
1723-3138,1590000
100922-8,200000
100330-128,160000
44318-5640,330000
100050-177,2350000
691738-996,155000
31522-8882,129000
9595-1949,310000
36851-7865,300000
39113-4777,260000
107041-17,645000
88989-291,415000
80909-3864,293000
55392-3204,2100000
86673-3172,293000
6680-17733,570000
81610-6007,199500
44665-1126,270000
4834-1085,225000
77929-1250,540000
16744-17756,295000
80317-4770,450000
83868-1587,790000
18510-15559,230000
99090-999,310000
7682-1408,3900000
3216-6932,1280000
8525-39498,1300000
6056-10134,259000
102450-83,650000
41545-1782,445000
31733-5831,309000
6788-18812,329000
107542-31,1250000
5555-29108,2900000
77293-2006,145000
7524-4686,279000
74234-8788,122000
8161-22068,219000
99090-1023,420000
1723-3122,1440000
53569-1859,280000
61174-2114,900000
37957-12586,470000
74234-8802,167000
66803-651,190000
102131-220,500000
83023-6440,188000
88420-1591,240000
103861-109,215000
60014-1951,210000
52014-4749,218000
89009-1193,229500
1057-10982,455000
1170-3947,800000
90478-863,1000000
94104-353,229000
97467-55,295000
14497-8921,165000
16761-22628,315000
104141-232,149000
68267-1389,295000
77293-2009,68000
28833-2161,429000
57322-1653,399000
79624-1318,182000
31522-8875,350000
79184-1350,645000
88981-774,260000
59414-1961,258000
39621-1527,1700000
37957-12597,230000
86800-132,108000
84157-1165,220000
691779-211,275000
28727-1482,745000
79621-1501,155000
80909-3863,1280000
691972-1695,186500
90930-947,3000000
9540-1947,395000
6788-18672,339000
77034-1331,275000
692609-1924,260000
49818-309,480000
23862-11279,148000
74234-8804,365000
26940-3018,230000
81705-8695,310000
692609-1835,284000
6060-35272,455000
6788-18688,195000
4744-7509,450000
50138-589,850000
95976-523,650000
105939-128,138000
93737-280,220000
6738-18882,259000
16814-2674,315000
73108-757,60000
1124-3935,148000
6056-10135,330000
68766-2348,139000
73231-1325,600000
9636-12251,1395000
87967-6973,146000
18510-15449,189000
14497-8943,155000
55818-1456,355000
39046-4950,16750000
73618-7562,500000
8012-35698,495000
85783-820,2900000
90802-243,9800000
53138-5054,148000
81705-8706,229000
31522-9071,430000
14497-8927,280000
79215-49956,2390000
99090-940,156500
76432-14801,760000
79215-49965,1040000
104663-22,625000
99090-1051,375000
46649-6884,185000
70180-1942,855000
31733-5828,1250000
106082-23,135000
104902-48,337000
64737-1079,4000000
80348-4068,320000
50626-1930,126000
5782-3829,375000
76582-1247,325000
52428-1383,515000
6310-14880,280000
14946-9165,1350000
70180-1941,273000
3552-1329,10600000
95976-515,455000
97944-164,330000
50860-1325,287000
5554-3353,730000
1181-9938,335000
74512-1143,130000
27283-11131,124000
6788-18830,229000
43936-10922,600000
55392-3205,825000
6788-18763,359000
65634-1662,2500000
97141-4625,182000
93832-784,300000
1049-158765,1070000
18707-10317,4000000
95184-780,190000
16637-2659,95000
5300-1922,650000
72009-2091,480000
36851-7721,245000
4221-2458,530000
87967-6976,274000
33371-4949,169000
5733-5861,345000
85175-1763,295000
68640-1353,390000
22983-4044,415000
48181-235,152000
65634-1659,430000
107245-20,260000
56367-1343,160000
48733-181,195000
99090-871,155000
69911-711,419000
82957-5850,350000
89639-489,115000
95967-539,335000
107448-44,188000
99090-1045,374000
83023-6444,158000
107468-37,137000
14497-8954,340000
15186-1170,320000
54979-9784,262500
26940-3008,450000
88942-1459,570000
88942-1456,539000
83023-6439,209000
44716-4192,205000
80317-4765,370000
56367-1342,149900
84059-590,825000
105939-245,198000
89639-490,113000
78053-1630,200000
3493-17913,199000
18510-15561,289000
21024-8105,650000
39781-3385,485000
0-32403260,205000
79621-1496,210000
65784-7100,735000
31522-9054,155000
74238-4720,405000
8315-7188,200000
96125-285,260000
21024-8104,1250000
44018-2566,1600000
98696-764,200000
31522-9079,210000
4834-1103,195000
99784-1679,175000
53771-3184,290000
91527-3451,333000
36851-7747,780000
54264-3233,249000
6148-3755,9800000
49157-16441,358000
105939-242,136000
93020-594,175000
55861-928,120000
91814-300,410000
8970-919,435000
88942-1476,690000
97141-4614,370000
1170-3974,1000000
72462-2655,187000
83407-206,225000
82926-494,340000
68974-6927,72000
2454-98008,2200000
81475-2918,210000
52014-4738,300000
14436-2869,395000
86673-3166,729000
41553-4402,385000
2603-1859,315000
3191-7028,700000
3493-17864,198000
74234-8838,225000
692609-1848,376000
60779-2147,162000
71433-2573,440000
59944-481,115000
99784-1686,650000
3340-785,2100000
19164-18310,190000
31397-4915,400000
9386-813,890000
8315-7187,200000
102972-148,170000
6411-5876,378000
1723-3141,1670000
83023-6442,132000
4510-11085,348000
36429-4547,195000
1186-4460,245000
88942-1475,600000
4583-11170,160000
33100-6614,1900000
39113-4739,430000
76432-14785,1600000
102131-232,295000
101422-133,126000
16761-22794,329000
691739-1032,270000
93737-283,176000
53984-5088,300000
29192-1264,450000
21024-8103,330000
14497-8938,375000
5028-1217,595000
14497-8976,275000
56367-1329,165000
59944-479,125000
79215-49954,995000
55818-1461,230000
104775-2231,85000
2046-17108,5400000
72462-2654,147000
1668-12623,1600000
99090-1035,348000
12890-3962,250000
41945-5455,1280000
89198-1261,159000
74234-8784,234000
82413-5051,285000
60366-116,278000
14497-8952,210000
43272-3139,1400000
83793-342,800000
39113-4770,320000
92671-646,210000
74234-8792,218000
107245-8,770000
4510-11090,263000
31383-5552,2850000
85785-1005,235000
44716-4195,179000
691737-1023,145000
6788-18599,398000
76070-1559,270000
41133-2999,320000
105939-237,168000
25944-1139,340000
39113-4746,525000
73025-5390,290000
46541-1900,600000
74450-400,299000
66414-1715,58000
25807-1789,190000
16814-2673,335000
105939-247,128000
92671-645,430000
90469-313,250000
8200-3738,287000
52014-4750,280000
25542-1862,650000
97798-544,499000
70185-3572,1199000
25542-1871,385000
1049-158756,1050000
17780-13967,2200000
7705-3653,275000
79621-1487,166000
99090-1072,198000
95382-2255,170000
5832-6748,235000
103532-63,950000
81610-6004,224000
5554-3317,540000
97141-4627,125000
79470-817,295000
40768-978,460000
97141-4604,235000
1170-3948,790000
87967-6965,189000
1006-15730,730000
97141-4616,260000
53138-5036,172000
56620-1425,260000
81240-7106,540000
62345-535,185000
94358-465,375000
80348-4074,275000
692609-1903,349000
84104-1012,265000
74234-8254,250000
36851-7770,335000
94970-2833,645000
24074-2296,510000
4681-2244,210000
10656-1037,600000
3493-17884,255000
2046-17101,3150000
64368-1020,850000
1049-158758,2000000
691738-984,180000
0-32403273,279000
77556-781,305000
74234-8808,420000
95264-271,223000
94344-83,375000
79215-49959,2100000
7388-1908,560000
103499-32,170000
13424-5473,750000
69537-50069,3000000
17811-6379,243000
31522-8879,245000
14431-8166,125000
3353-471,275000
55899-44470,245000
90004-793,735000
74234-8831,255000
76432-14804,825000
85755-711,740000
39672-8533,423000
64884-2003,230000
2238-2912,265000
62897-1296,320000
6623-1553,249999
1057-10979,598000
14497-8989,125000
91887-793,590000
31745-10918,475000
76432-14807,1345000
3483-2775,218000
95155-593,120000
98163-152,290000
91527-3467,339000
21278-6094,750000
78760-2373,300000
55352-4939,185000
87957-602,570000
79215-49958,3600000
53646-5467,97000
97679-67,135000
31522-9075,117000
692609-1811,419000
14637-1311,400000
2988-7975,565000
93832-779,280000
102175-52,265000
64679-2428,199000
17314-1177,170000
25542-1868,200000
31397-4942,650000
84139-957,275000
7652-179987,2500000
56367-1339,147500
1723-3142,1700000
99090-892,185000
107655-18,110000
1723-3129,1470000
4221-2456,930000
61391-3470,261000
692609-1790,525000
25542-1864,200000
42292-1080,260000
82297-319,800000
90004-752,415000
90173-2276,1800000
6788-18687,312000
76782-3960,285000
103609-23,156000
87967-6959,189000
101591-224,230000
99090-901,598000
92941-2475,1100000
77357-1230,172000
96311-184,5000000
63700-511,150000
45177-2386,304000
6788-18605,215000
93832-787,330000
97802-140,440000
91527-3463,219000
102766-43,360000
46998-3331,290000
8669-6689,383000
48276-1589,430000
36429-4548,198000
104775-2246,135000
20256-18775,259000
53453-1680,475000
14497-8986,230000
6788-18724,289000
16761-22738,300000
4583-11137,235000
68974-6923,130000
91887-828,350000
87967-6960,260000
31522-8881,129000
74234-8833,199000
95978-316,420000
86604-3158,98000
6897-2276,825000
85929-3172,155000
56367-1327,149500
26964-83872,825000
3298-1114,730000
84253-676,2950000
87457-1574,400000
5782-3827,1150000
6788-18801,175000
14497-8956,189000
1361-14222,2500000
2250-760,470000
42003-2377,690000
87204-1133,540000
96191-295,325000
63555-9265,410000
53138-5131,186000
81137-2629,800000
93425-2851,1520000
26940-3007,900000
54862-771,1650000
40474-3499,165000
86455-1309,740000
69537-49217,800000
60615-4117,130000
78913-601,290000
9800-1608,795000
93335-29,135000
74234-8840,285000
28833-2160,309000
38443-3240,1080000
86673-3175,293000
55818-1474,220000
97120-742,160000
16262-1465,549000
88133-643,950000
70919-1832,1150000
90534-516,700000
79215-49961,3850000
44764-16900,755000
81610-6002,388000
70180-1957,365000
102054-123,306000
26340-5672,450000
102803-129,180000
97600-1144,195000
28849-7109,279000
1200-3507,5406000
6786-14301,159000
50626-1937,265000
74234-8794,165000
68538-6316,230000
70388-1785,550000
104399-304,265000
88105-337,260000
67922-1713,485000
73283-517,150000
104902-49,360000
56367-1349,309000
1049-158769,1000000
5630-5128,150000
92090-2223,409000
92521-330,260000
77527-2288,230000
79621-1504,120000
59414-1963,213000
9636-12046,1750000
55861-935,220000
107241-11,235000
16744-17758,350000
29192-1262,660000
26940-3015,1250000
14099-13277,220000
10137-11856,710000
1723-3109,1375000
2330-3381,110000
69911-713,385000
6788-18686,219000
1181-9932,179000
80909-3862,1099000
57322-1670,590000
14497-8979,185000
14497-8966,320000
74234-8807,175000
90173-2275,1600000
74348-3169,3700000
5555-29104,1300000
63555-9268,500000
83960-911,690000
53138-5212,347000
31397-4937,420000
1181-9940,475000
92553-427,289000
6166-19985,295000
31522-9034,240000
5028-1215,820000
30001-5036,1790000
69537-50073,1950000
6220-17903,700000
691736-1070,185000
74020-736,125000
1723-3126,1425000
46649-6853,260000
16761-22796,323000
25807-1785,125000
65411-34,170000
1049-158569,1280000
64542-10003,139900
74234-8799,210000
105939-249,182000
95976-520,575000
57699-1415,255000
36851-7866,229000
6788-18811,289000
69317-341,649000
3751-9821,1250000
49919-1218,675000
35305-1174,620000
7697-13756,500000
65411-32,249000
16761-22893,189000
76785-3277,188000
62897-1295,330000
81610-6008,327000
27283-11112,224000
85390-59,240000
1829-2746,1150000
48733-211,265000
4221-2457,470000
81137-2613,745000
86673-3167,1750000
50860-1329,185000
3834-522,600000
1501-3373,250000
99090-885,425000
49545-2494,770000
691738-982,230000
53138-5175,105000
691739-1037,180000
96191-294,140000
27938-73,229000
6680-17741,470000
71130-42,370000
53653-1027,290000
49293-7358,220000
80212-1653,350000
98526-1107,400000
24415-4006,785000
68974-6926,122000
5782-3830,435000
102012-61,198000
49545-2493,230000
43068-2143,360000
19538-1957,370000
6788-18850,289000
87957-620,300000
2046-17094,825000
87967-6958,114000
99090-953,255000
1792-32881,8500000
81397-2295,259000
53646-5482,159000
82693-330,245000
70383-2796,240000
29192-1263,335000
74234-8806,245000
80212-1635,382000
98526-1140,290000
1792-32868,13500000
39113-4756,335000
60124-510,300000
24511-5004,248000
97141-4615,153000
1049-158770,3300000
0-32373126,1000000
19413-2057,275000
38985-2937,220000
102010-4,600000
15186-1096,245000
99224-86,3200000
84088-1890,660000
87967-6878,190000
74348-3153,1450000
68766-2350,115000
84875-410,250000
84088-1893,945000
2046-17057,2650000
94651-724,235000
91224-201,240000
76666-5803,190000
8012-35690,765000
88386-1312,289000
101120-117,395000
95135-279,1150000
92946-498,1250000
2233-14147,215000
55899-44464,255000
77293-1983,172000
15186-1171,250000
78238-1961,320000
103973-80,280000
46091-513,295000
106647-57,175000
93832-697,320000
4476-26115,310000
94450-140,290000
52225-4232,540000
102750-61,250000
86121-2482,360000
68267-1385,305000
97120-712,185000
5121-3298,250000
44716-4191,184000
85929-3163,148000
107468-32,230000
96143-252,335000
86354-197,210000
92941-2459,1800000
40078-3726,270000
52154-2607,126000
6620-19056,825000
4476-26007,275000
102467-363,870000
64404-1673,445000
90771-562,270000
81182-4702,1450000
65013-1448,195000
62897-1288,240000
1077-62638,1725000
58419-1977,385000
60362-51100,7000000
15186-1076,230000
1135-1158,250000
45889-5961,125000
7524-4684,885000
76070-1514,169000
94676-665,125000
71666-910,575000
77059-822,350000
61133-5253,2800000
691738-1005,165000
50860-1301,236000
64407-1882,550000
73231-1326,500000
93678-4292,255000
2046-17061,1550000
2603-1901,309000
2186-6155,540000
79571-2371,110000
3393-2695,244000
31397-4908,500000
66108-2207,1025000
59717-1140,750000
31397-4822,850000
3235-4774,400000
50668-6468,199000
26940-2983,295000
66766-1069,248000
6623-1543,199999
70907-145,369000
3286-6186,319000
46127-2638,2500000
6788-18768,285000
81182-4705,800000
43480-7866,210000
76666-5804,157000
4583-11227,258000
41756-13576,500000
96125-278,375000
46100-720,435000
68766-2358,172000
66154-1248,340000
36851-7810,229000
76070-1483,260000
97955-73,180000
87967-6797,128000
3447-15411,229000
94740-143,1100000
2644-2609,1100000
2186-6150,350000
53744-2383,250000
45186-3109,198000
98502-74,40000
2988-7964,700000
101618-40,285000
49157-16349,463000
9967-2463,305000
20924-7492,940000
103861-126,235000
36118-12926,385000
49293-7347,380000
6675-7296,119000
70180-1971,248000
107468-20,145000
86892-1751,179000
68538-6297,389000
85166-284,263000
3483-2807,315000
80904-417,990000
15186-1122,420000
26964-83910,950000
26004-11843,320000
95962-287,210000
37640-4931,185000
95976-521,1085000
79012-2521,270000
1668-12606,1200000
78126-882,315000
4464-2992,202000
5555-29103,970000
87808-644,170000
98824-87,265000
82249-385,268000
6213-13460,525000
31397-4736,400000
49157-16351,1010000
16262-1455,1550000
35277-3485,750000
97141-4569,129000
5555-29070,560000
1186-4452,155000
26004-11889,230000
103555-44,1300000
89084-1026,135000
31397-4859,450000
98711-211,169800
40842-5054,650000
81240-7053,370000
52014-4755,140000
73618-7528,255000
16354-16044,398000
23746-12133,275000
2912-2656,395000
22752-15071,220000
84157-1162,1500000
69537-50028,1425000
1361-14200,1500000
