id,link,price,title,ilan_no,yer,oda,metrekare,bina_yasi,kat,banyo
1755,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-gulpinar-emlakcidan-daire/detay/32317819,188000,*HAYAL EMLAK'DAN* 1.SINIF İŞÇİLİKLİ FULL YAPILI TERAS BALKONLU,56119-12076,Ankara/Altındağ/Gülpınar,4,135,0,0,2
1756,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-tuzlucayir-emlakcidan-daire/detay/32252713,109500, TUNCER EMLAK'TAN FİYAT DÜŞTÜ KATTA KELEPİR DAİRE,45177-2341,Ankara/Mamak/Tuzluçayır,4,110,10,2,1
1757,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ayranci-emlakcidan-daire/detay/32310217,292000,FOR EMLAK'TAN FULL YAPILI GİRİŞ ÖN BAHÇE ÇIKIŞLI OTOPARKLI,7433-3645,Ankara/Çankaya/Ayrancı,3,100,40,0,1
1758,https://www.hurriyetemlak.com/konut-satilik/elazig-merkez-rizaiye-emlakcidan-daire/detay/31962931,285000,ÜNİVERSALDEN ŞEHİR MERKEZİNDE SÜPER LÜXDAİRE SAHİBİ OLMA FIRSATI,84059-526,Elazığ/Merkez/Rızaiye,4,160,0,8,2
1759,https://www.hurriyetemlak.com/konut-satilik/mugla-datca-cumali-emlakcidan-mustakil-ev/detay/30078261,310000,Cumalı Köyü'nde Muhteşem Doğa Manzaralı Kaliteli İkiz Villa,94659-16,Muğla/Datça/Cumalı,3,90,0,0,2
1760,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32333067,389000,POLAT 2'DEN SİTE İÇİNDE VADİ MANZARALI LÜKS YAPILI ISI YALITIMLI,14072-9172,Ankara/Çankaya/İlkadım,3,110,18,8,1
1761,https://www.hurriyetemlak.com/konut-satilik/izmir-torbali-tepekoy-emlakcidan-daire/detay/32353938,210000,ACİL TORBALI 2+1 EKONOMİK FIRSAT YATIRIMLIK DAİRE 1+1 3+1 4+1,106761-9,İzmir/Torbalı/Tepeköy,3,95,0,1,1
1762,https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-yeni-bati-emlakcidan-residence/detay/32202712,459000,İSTANBUL YENİ BATI ÜTOPYA KONUTLARIN DA 4+1SATILIK DAİRE,92160-580,Ankara/Yenimahalle/Yeni Batı,5,180,3,3,1
1763,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-efeler-emlakcidan-daire/detay/32276603,330000,"Didimde FULL dayalı - döşeli, -EŞSİZ-, 3+1 dubleks daire",48733-182,Aydın/Didim/Efeler,4,110,9,3,1
1764,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-yeni-emlakcidan-daire/detay/32331980,390000,DİDİM MERKEZDE SATILIK 3+1 DUBLEKS SIFIR DAİRE,94282-102,Aydın/Didim/Yeni,4,180,0,4,2
1765,https://www.hurriyetemlak.com/konut-satilik/tekirdag-suleymanpasa-hurriyet-sahibinden-daire/detay/19872978,700000,SAHİBİNDEN TEKİRDAĞ MERKEZDE SATILIK 3+1 ÇOK ÖZEL KONUT DAİRE,0-19872978,Tekirdağ/Süleymanpaşa/Hürriyet,4,147,0,1,2
1766,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/32384351,235000,EYBEK'TEN AKÇAY ALTINKUMDA 2+1 AYRI MUTFAK**KELEPİR**SIFIR DAİRE,93825-3730,Balıkesir/Edremit/Akçay,3,90,0,0,1
1767,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/30825386,1285000,ÇİFTEHAVUZLARDA MERTTÜRK'DEN SIFIR ELİT BİNADA LÜX 4+1 DAİRE !!!,2401-12686,İstanbul/Kadıköy/Göztepe,5,180,0,7,2
1768,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sancaktepe-emlakcidan-daire/detay/32316811,210000,SANCAKTEPEDE ARAKAT LÜKS YAPILI JAKUZİLİ TERASBALKONLU3+1 DAİRE,15878-10695,Ankara/Keçiören/Sancaktepe,4,145,2,2,2
1769,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-gunesevler-emlakcidan-daire/detay/32366776,149000,GÜNEŞEVLER MERKEZDE KELEFİR 3+1 CADDE ÜZERI DAİRE,15186-1070,Ankara/Altındağ/Güneşevler,4,120,8,0,1
1770,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/29860986,380000,Adnan Kahvecide İçi Yapılı 3+1 145 m2 Kelepir Satılık Daire,92090-993,İstanbul/Beylikdüzü/Adnan Kahveci,4,145,3,3,2
1771,https://www.hurriyetemlak.com/konut-satilik/izmir-menemen-kazimpasa-emlakcidan-daire/detay/31709526,310000,İNCESLİFE GÖZTEPE DEN SATILIK 3+1 LÜX DAİRELER,51977-1679,İzmir/Menemen/Kazımpaşa,4,135,0,3,2
1772,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/31955184,155000,UTKU DAN AKÇAY DA 1+1 DAİRE *TAPU VE KOMİSYON DAHİL* 155.000 TL,94651-585,Balıkesir/Edremit/Akçay,2,60,5,1,1
1773,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32347068,430000,ÜNLÜ MİMAR SELİM BEYİN TASARLADIĞI SEYRİ ŞAHANE'DE SON FIRSATLAR,26004-11774,Ankara/Keçiören/Etlik,5,245,0,2,2
1774,https://www.hurriyetemlak.com/konut-satilik/canakkale-ayvacik-kucukkuyu-emlakcidan-daire/detay/32061123,725000,Küçükkuyu'da Denize Sıfır Havuzlu Sitede Satılık 2+1 Lüks Daire,51109-2902,Çanakkale/Ayvacık/Küçükkuyu,3,80,5,0,2
1775,https://www.hurriyetemlak.com/konut-satilik/antalya-kepez-gazi-emlakcidan-daire/detay/30490026,205000,SÜTÇÜLER GAZİ Mh 3+1 Lüks Site İçi 130m2 G.D.K. Cephe Ara Kat,691972-1132,Antalya/Kepez/Gazi,4,130,0,2,2
1776,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-villa/detay/32355756,685000,ALTINOLUK TA SATILIK LEB-İ DERYA DENİZ MANZARALI MÜSTAKİL VİLLA,77162-2822,Balıkesir/Edremit/Altınoluk,4,160,0,0,3
1777,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-huzur-emlakcidan-daire/detay/29011145,180000,ÖVEÇLER 2.CADDEDE SATILIK KUTU GİBİ 2+1,94544-8,Ankara/Çankaya/Huzur,3,75,15,0,2
1778,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sehit-kubilay-emlakcidan-daire/detay/32125650,119000,ŞEHİT KUBİLAYDA FULL+FULL MASRAFSIZ ACİL SATILIK 3+1 LÜKS DAİRE,64542-9986,Ankara/Keçiören/Şehit Kubilay,4,126,1,0,1
1779,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-erenkoy-emlakcidan-daire/detay/32134671,1550000,İNDEX'ten ERENKÖY SAHİLDE HARİKA DENİZ MANZARALI 3+1,3010-71739,İstanbul/Kadıköy/Erenköy,4,140,8,7,2
1780,https://www.hurriyetemlak.com/konut-satilik/antalya-kepez-husnu-karakas-emlakcidan-daire/detay/31524606,232000,KePeZ HaSTaNe Yanı LÜKS 3+1 140m2 2.Kat As-Lü G.B.K Cp,691972-1448,Antalya/Kepez/Hüsnü Karakaş,4,140,2,2,2
1781,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32008465,590000,EYLÜL'DEN BAĞLICA MERKEZDE FULL+FULL YAPILI 5+1 FIRSAT DAİRESİ,63555-9189,Ankara/Etimesgut/Bağlıca,6,300,0,7,3
1782,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-feridun-celik-emlakcidan-bina/detay/31364178,138000,NASİP EMLAKTAN FERİDUN ÇELİKTE 140 M2 3+1,97813-99,Ankara/Altındağ/Feridun Çelik,4,140,2,0,2
1783,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32091153,585000,Bağlıca SATILIK 4+1 YÜZME HAVUZLU DAİRE... IRMAK GYD,28880-1961,Ankara/Etimesgut/Bağlıca,5,188,4,8,2
1784,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-ornek-emlakcidan-bina/detay/29710931,142500,örnek mah. satılık A blok,96095-13,Ankara/Altındağ/Örnek,3,70,44,3,1
1785,https://www.hurriyetemlak.com/konut-satilik/balikesir-ayvalik-kucukkoy-emlakcidan-daire/detay/32356055,239999,DOĞAN EMLAK ZEMİN ÜSTÜ 3+1 BAKIMLI ARA KAT DAİRE,6623-1542,Balıkesir/Ayvalık/Küçükköy,4,125,20,2,1
1786,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-basak-emlakcidan-daire/detay/31425805,225000,ANKARA MAMAK BAŞAK'TA CADDE ÜSTÜ İSKANI ALINMIŞ SIFIR 3+1,97230-1090,Ankara/Mamak/Başak,4,120,0,3,1
1787,https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-ataevler-emlakcidan-daire/detay/32256781,275000,Nilüfer Ataevler de 1.400 TL kiracılı satılık 2+1 daire,87437-129,Bursa/Nilüfer/Ataevler,3,70,5,2,1
1788,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/32383721,195000,AKÇAY ALTINKUM PAZARYERİNE YAKIN 3+1 ARAKAT DAİRE,93825-3726,Balıkesir/Edremit/Akçay,4,115,16,0,1
1789,https://www.hurriyetemlak.com/konut-satilik/aydin-efeler-adnan-menderes-emlakcidan-daire/detay/32215729,575000,AYDIN MERKEZDE ACİLL SATILIK KELEPİR YENİ DAİRE,53744-2353,Aydın/Efeler/Adnan Menderes,5,350,2,3,2
1790,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32152977,480000,"ALTINORAN TURKUAZ EVLERİNDE 2,5+1 UYGUN FIYATLI SATILIK DAİRE",30001-4933,Ankara/Çankaya/İlkbahar,3,139,4,13,2
1791,https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-davutlar-emlakcidan-yazlik/detay/32263479,360000,Kuşadası Satılık Denize 400 mt Büyük Bahçeli eşyalı 4+1 Yazlık,53744-2365,Aydın/Kuşadası/Davutlar,5,145,15,0,2
1792,https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-darussafaka-emlakcidan-daire/detay/32386560,1080000,***ASMAKENT SİTESİNDE BÜTÜN CEPHELERİ AÇIK ARAKAT FIRSAT DAİRE**,70189-3143,İstanbul/Sarıyer/Darüşşafaka,4,150,22,4,2
1793,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-beytepe-emlakcidan-daire/detay/32400406,860000,ACİL KELEPİR BEYTEPE'NİN GÖZDESİ ENPARK'DA MUHTEŞEM !! 4+1 DAİRE,74534-1196,Ankara/Çankaya/Beytepe,5,276,3,1,3
1794,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-osman-temiz-emlakcidan-daire/detay/32161368,450000,EFE EMLAKTAN 5+1 AÇIK TERASLI FUL MANZARALI YAPILI DUBLEKS DAİRE,2200-1862,Ankara/Çankaya/Osman Temiz,6,275,16,2,2
1795,https://www.hurriyetemlak.com/konut-satilik/balikesir-ayvalik-kucukkoy-emlakcidan-villa/detay/32287046,275000,ULAŞ EMLAK'TAN HAVUZLU FUL EŞYALI 3+1 VİLLA,81975-828,Balıkesir/Ayvalık/Küçükköy,4,135,15,0,2
1796,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/31981177,589000,Bağlıca Satılık 4+1 Kapalı Garaj Saunalı İskanlı Daire IRMAK GYD,28880-1943,Ankara/Etimesgut/Bağlıca,5,188,0,16,2
1797,https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-baris-emlakcidan-daire/detay/32309144,335000,"ÇOK ACİL, DEMETKENT SİTESİ , 3+1+KİLER, 130m2, 18.KAT, ÖNÜ AÇIK",53576-3040,Ankara/Yenimahalle/Barış,4,125,15,18,1
1798,https://www.hurriyetemlak.com/konut-satilik/mugla-bodrum-gumusluk-emlakcidan-daire/detay/31969550,450000,BODRUM GÜMÜŞLÜK'TE HAVUZLU SİTEDE SATILIK ÜST KAT DAİRE,90981-1342,Muğla/Bodrum/Gümüşlük,3,85,3,2,2
1799,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32358597,116750,DENİZDEN ETLİK YOZGAT BULVARINA COK YAKIN KONUMDA SIFIR 3+1,56586-1486,Ankara/Keçiören/Etlik,4,140,0,0,1
1800,https://www.hurriyetemlak.com/konut-satilik/mugla-datca-iskele-emlakcidan-daire/detay/30076757,290000,"BURGAZDA Böyle 1+1 YOK!! SATILIK BAHÇELİ, DENİZ MANZARALI 1+1 !!",94659-15,Muğla/Datça/İskele,2,55,0,0,1
1801,https://www.hurriyetemlak.com/konut-satilik/istanbul-bagcilar-mahmutbey-emlakcidan-daire/detay/31808626,620000,"Gold House'dan, Corner Life'da, 2+1, 148 m2, Lüx Daire.",103647-46,İstanbul/Bağcılar/Mahmutbey,3,148,2,13,2
1802,https://www.hurriyetemlak.com/konut-satilik/izmir-cigli-balatcik-emlakcidan-daire/detay/31780482,175000,AYBORADAN HASTANE-METRO VE ÜNİVERSİTE YAKINI SIFIR 1+1 YATIRIMLI,37428-2255,İzmir/Çiğli/Balatçık,2,50,0,3,1
1803,https://www.hurriyetemlak.com/konut-satilik/istanbul-buyukcekmece-fatih-emlakcidan-villa/detay/32157298,1850000,Büyükçekmece 4+1 Deniz Manzaralı Satılık Tripleks Villa,92090-2191,İstanbul/Büyükçekmece/Fatih,5,310,1,0,3
1804,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/31990921,340000,"ALTINORAN YALI EVLERİNDE 1,5+1 UYGUN FIYATLI SATILIK DAİRE",30001-4880,Ankara/Çankaya/İlkbahar,2,93,3,9,1
1805,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/31979726,144000,AKTİF TEN AKÇAY MERKEZE YAKIN SATILIK**75M2**ÇOK GENİŞ 1+1 DAİRE,84036-5233,Balıkesir/Edremit/Akçay,2,75,1,0,1
1806,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32347952,220000,ÜNSALLAR'DAN EBEVEYN BANYOLU GİYİNME ODALI 3+1 LÜX DAİRE,26004-11784,Ankara/Keçiören/Etlik,4,165,0,2,2
1807,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/31914453,419000,Bağlıca Satılık BAĞLICA 'NIN EN GENİŞ 3+1 DAİRESİ,93997-526,Ankara/Etimesgut/Bağlıca,4,180,0,8,2
1808,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/29656000,309000,Beylikdüzü Adnan Kahvecide Kat Mülkiyetli 2+1 Satılık Daire,92090-820,İstanbul/Beylikdüzü/Adnan Kahveci,3,95,6,2,2
1809,https://www.hurriyetemlak.com/konut-satilik/istanbul-umraniye-asagi-dudullu-sahibinden-daire/detay/32040994,549000,ÜMRANİYE DUDULLU DA SAHİBİNDEN SATILIK BAHÇELİ DAİRE,0-32040994,İstanbul/Ümraniye/Aşağı Dudullu,4,128,10,0,2
1810,https://www.hurriyetemlak.com/konut-satilik/istanbul-sisli-tesvikiye-emlakcidan-daire/detay/32322005,1750000,FIRSATTIR! TOPAĞACINDA 5 YILLLIK BİNA ULTRALÜKS BAHÇE DUBLEKSİ ,17993-38556,İstanbul/Şişli/Teşvikiye,5,200,5,0,3
1811,https://www.hurriyetemlak.com/konut-satilik/sanliurfa-karakopru-narlikuyu-emlakcidan-daire/detay/27555641,149000,ŞANLIURFA KARAKÖPRÜ ABDULLAHGÜL PARKI KARŞISI SATILIK DAİRE,91032-96,Şanlıurfa/Karaköprü/Narlıkuyu,4,170,14,4,1
1812,https://www.hurriyetemlak.com/konut-satilik/izmir-bornova-ergene-emlakcidan-bina/detay/32156350,350000,ALPA EMLAK BORNOVA PETERSON KÖŞKÜ VE KÜLTÜR MERKEZİ YANI,7074-1068,İzmir/Bornova/Ergene,4,135,19,4,1
1813,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/31611348,440000,"YATIRIM GAYRİMENKUL ALTINTEPE'DE ANKASTRELİ, HİLTON BANYOLU!!!",5121-2760,İstanbul/Maltepe/Altıntepe,4,130,0,1,1
1814,https://www.hurriyetemlak.com/konut-satilik/izmir-buca-inkilap-emlakcidan-daire/detay/32296002,225000,MERKEZ KOMUTANLIK YAKINI 3+1 DAİRE,18435-3480,İzmir/Buca/İnkılap,4,110,20,4,1
1815,https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-ulus-emlakcidan-daire/detay/32046372,4607000,Fırsat ULUS Adnan Saygun Caddesi YUSİT 4+1 Satılık Daire,2608-1948,İstanbul/Beşiktaş/Ulus,5,210,38,0,3
1816,https://www.hurriyetemlak.com/konut-satilik/antalya-kepez-dudenbasi-emlakcidan-daire/detay/32095941,118000,KEPEZ DÜDENBAŞI MAH. ASANSÖRLÜ ARA KAT KELEPİR 3+1 DAİRE,691972-1621,Antalya/Kepez/Düdenbaşı,4,125,23,3,1
1817,https://www.hurriyetemlak.com/konut-satilik/istanbul-sancaktepe-eyup-sultan-sahibinden-daire/detay/32122849,625000,Sancaktepe Adres Koru Evlerinde Sahibinden Satılık Daire,0-32122849,İstanbul/Sancaktepe/Eyüp Sultan,4,145,0,2,2
1818,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-mutlukent-sahibinden-daire/detay/31765104,748000,SAHİBİNDEN ANGORA EVLERİNDE YENİ YAPILAN SIRAEVLERDE ÇATIDUBLEKS,0-31765104,Ankara/Çankaya/Mutlukent,6,290,0,3,2
1819,https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-pamuklar-emlakcidan-daire/detay/29229359,320000,BAŞKENT'TEN MÜTHİŞ GENİŞ OTURUMA HAZIR İSKANLI SÜPER 3+1DAİRELER,82476-722,Ankara/Yenimahalle/Pamuklar,4,160,0,9,2
1820,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-universiteler-emlakcidan-daire/detay/32097163,875000,Bilkent 2 Park Sitesi Satılık 3+1 ( Özel yapılı ),3918-3191,Ankara/Çankaya/Üniversiteler,4,165,25,5,1
1821,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32299865,389000,HAFTANIN FIRSATI 3+1 GÜVENLİKLİ SİTE İÇERİSİNDE ULTRA LÜKS DAİRE,102972-144,Ankara/Etimesgut/Bağlıca,4,178,0,9,2
1822,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-tinaztepe-emlakcidan-daire/detay/31990365,300000,SONER YILAN'IN EMLAK OFİSİNDEN ESAT'TA FIRSAT DAİRE,16139-1431,Ankara/Çankaya/Tınaztepe,4,130,44,2,1
1823,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32093872,470000,BAĞLICA'DA GÜVENLİKLİ SİTEDE 3+1 ,63555-9201,Ankara/Etimesgut/Bağlıca,4,160,4,13,2
1824,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-baglarbasi-emlakcidan-daire/detay/31921506,405000,KAÇMAZ EMLAK BAĞDAT*MALTEPEDE NEZİH KONUM ÇİFT BALKONLU KÖŞE ,28854-15339,İstanbul/Maltepe/Bağlarbaşı,3,100,3,1,1
1825,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/31162637,529000,Bağlıca Satılık 4+1 Ada Mutfaklı Daireler EMLAK KÜPÜ'nden,92647-843,Ankara/Etimesgut/Bağlıca,5,190,0,8,2
1826,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-karapurcek-emlakcidan-daire/detay/30071419,175000,KARAPÜRÇEK MAH SATLİK DAİRE 126 METRE,96095-49,Ankara/Altındağ/Karapürçek,4,126,6,1,2
1827,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-tinaztepe-emlakcidan-daire/detay/31986930,330000,ARA KAT FULL YAPILI 3+1 1.KAT ÖN CEPHE ÖZEL TASARIM,16139-1429,Ankara/Çankaya/Tınaztepe,4,120,40,1,1
1828,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-mursel-uluc-emlakcidan-daire/detay/31177546,250000,DİKMEN YENİ ORANDA 3+1 GÜNEYBATI CEPHELİ MANZARALI DAİRE,20629-653,Ankara/Çankaya/Mürsel Uluç,4,130,16,2,1
1829,https://www.hurriyetemlak.com/konut-satilik/elazig-merkez-rizaiye-emlakcidan-daire/detay/32373388,245000,ELAZIĞ MERKEZ DOĞUKENT MAHALLESİNDE SATILIK DAİRE ADA EMLAK,107284-3,Elazığ/Merkez/Rızaiye,4,160,0,2,2
1830,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/31751878,230000,Sadece Aygül'den!!! Akçay Altınkum'da Satılık 115 m2 2+1 Daire,76785-3022,Balıkesir/Edremit/Akçay,3,115,0,0,1
1831,https://www.hurriyetemlak.com/konut-satilik/canakkale-ayvacik-kucukkuyu-emlakcidan-daire/detay/28279298,350000,KÜÇÜKKUYU DA YOLUN ALTINDA ÜMİT EMLAK TAN 4+1 DAİRE SATILIK,65585-471,Çanakkale/Ayvacık/Küçükkuyu,5,165,6,3,3
1832,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-sehit-osman-avci-emlakcidan-daire/detay/32177967,420485,ARKADYA GÖKSU EVLERİNDE 24 AY SIFIR FAİZLİ SATILIK LÜKS DAİRELER,85070-17,Ankara/Etimesgut/Şehit Osman Avcı,4,134,0,0,2
1833,https://www.hurriyetemlak.com/konut-satilik/elazig-merkez-atasehir-emlakcidan-daire/detay/32393923,265000,ÜNİVERSALDEN MALATYA YOLUNA YAKIN 3+1 KAÇIRILMAYACAK DAİRELER,84059-588,Elazığ/Merkez/Ataşehir,4,165,0,3,2
1834,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/31217477,549000, Bağlıca Satılık 4+1 190 m2 Muhteşem Mimarisi Ultra Lüx Daire,93997-422,Ankara/Etimesgut/Bağlıca,5,190,0,2,2
1835,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-goztepe-sahibinden-daire/detay/32162067,2250000,SAHİBİNDEN KADIKÖY ÇİFTEHAVUZLAR BAĞDAT CAD 5.BİNADA SIFIR 4+2,0-32162067,İstanbul/Kadıköy/Göztepe,6,250,0,11,3
1836,https://www.hurriyetemlak.com/konut-satilik/istanbul-buyukcekmece-ataturk-emlakcidan-daire/detay/32120627,435000,Büyükçekmecede Deniz Manzaralı Sıfır 2+1 Satılık Daireler ,92090-2182,İstanbul/Büyükçekmece/Atatürk,3,105,0,2,1
1837,https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-dikilitas-emlakcidan-residence/detay/27746578,17020000,"İst.'da , Merkezi Konumda BOĞAZ MANZARALI 420 M2 KUPON DAİRE",1152-2191,İstanbul/Beşiktaş/Dikilitaş,5,420,4,0,3
1838,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-topcu-emlakcidan-daire/detay/32400171,245000,VATAN GAYRİMENKUL DEN TOPÇU MAHALLESİNDE,6232-7530,Ankara/Etimesgut/Topçu,4,125,5,2,2
1839,https://www.hurriyetemlak.com/konut-satilik/istanbul-esenyurt-ardicli-emlakcidan-villa/detay/32216689,3750000,Bahçeşehir Ardıçlı Evler Triplex Müstakil Satılık Villa ,92090-2204,İstanbul/Esenyurt/Ardıçlı,7,360,10,0,3
1840,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-idealtepe-emlakcidan-daire/detay/32314964,770000,"İDEALTEPE NAMIK KEMAL CAD.ÜSTÜ TAM KAT 2+1 DAİRE+DEPOLU DÜKKAN,KENTSELE UYGUN",14953-4912,İstanbul/Maltepe/İdealtepe,3,120,32,0,1
1841,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-oran-emlakcidan-daire/detay/32399618,460000,"ORAN TURAN GÜNEŞ BULVARI,SİTEDE,YAPILI,ÖNÜ AÇIK 3+1 SATILIK",96813-108,Ankara/Çankaya/Oran,4,130,18,5,1
1842,https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/32108494,700000,ATAŞEHİR GARDENYA' DA MİGROS YANI ÇARŞILARA YAKIN EBEVEYNLİ 3+1,13402-97183,İstanbul/Ataşehir/Ataşehir Atatürk,4,145,18,5,2
1843,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-harbiye-emlakcidan-daire/detay/32324937,315000,HİSAR'DAN Ç.EMEÇ HAKİMEVİ YAKINI SÜPER LÜX YAPILI 3+1,1288-924,Ankara/Çankaya/Harbiye,4,125,18,3,1
1844,https://www.hurriyetemlak.com/konut-satilik/istanbul-esenyurt-gokevler-sahibinden-residence/detay/31348988,375000,Sahibinden Esenyurtta Satılık Residence Daire. Araç Takaslı olur,0-31348988,İstanbul/Esenyurt/Gökevler,3,115,5,12,2
1845,https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-fatih-emlakcidan-daire/detay/32186574,310000,DÜZGÜN EMLAK'TAN 4+1 170 M2 13. KAT ULTRA LÜX MANZARALI DAİRE,4480-16538,Ankara/Pursaklar/Fatih,5,170,4,13,2
1846,https://www.hurriyetemlak.com/konut-satilik/ankara-akyurt-saracalar-emlakcidan-daire/detay/30169035,250000,SARACALAR OTONOMİ KARŞI SINDA SİTE İÇERİSİNDE 3+1 LÜX DAİRE,90826-199,Ankara/Akyurt/Saracalar,4,155,5,6,2
1847,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-karslilar-emlakcidan-daire/detay/32260832,198000,KONAK'tan Karslılarda 2+1 Geniş Kullanılmamış Full Ekstra Cazip ,1500-16549,Adana/Çukurova/Karslılar,3,120,0,1,1
1848,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-kuscagiz-emlakcidan-daire/detay/32320201,129000,ÖZDOĞANDAN KUŞCAĞIZDA 3+1 BALKONLU ACİL SATILIK DAİRE,2726-6807,Ankara/Keçiören/Kuşcağız,4,100,10,0,1
1849,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-akcay-emlakcidan-daire/detay/31845829,350000,AKÇAY UTKU EMLAK TAN ALTINKUM DA MUHTEŞEM TASARIMIYLA 3+1 DAİRE,94651-512,Balıkesir/Edremit/Akçay,4,130,0,2,2
1850,https://www.hurriyetemlak.com/konut-satilik/izmir-menemen-istiklal-emlakcidan-daire/detay/31949981,285000,SOKK FIYATT 2 YILLIK BINADA 135M2 KLIMA DOGALGAZLI FULL MANZARA,80628-325,İzmir/Menemen/İstiklal,4,135,2,7,1
1851,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-19-mayis-emlakcidan-daire/detay/17253290,255000,İNCİ EMLAK'TAN 19 MAYIS MAHALLESİNDE 4+2 FULL YAPILI DUBLEX,58238-93,Ankara/Keçiören/19 Mayıs,6,200,11,2,2
