id,place
647,Sakarya/Adapazarı/Tepekum
648,Ankara/Yenimahalle/İnönü
649,İstanbul/Tuzla/Evliya Çelebi
650,Aydın/Kuşadası/İkiçeşmelik
651,İzmir/Konak/Kılıç Reis
652,Afyonkarahisar/Emirdağ/Cumhuriyet
653,Aydın/Kuşadası/Soğucak
654,Balıkesir/Ayvalık/İsmetpaşa
655,Eskişehir/Tepebaşı/Güllük
656,Muğla/Bodrum/Akçaalan
657,Sivas/Merkez/Mevlana
658,İzmir/Bayraklı/Tepekule
659,İzmir/Bornova/Atatürk
660,İzmir/Bornova/Rafet Paşa
661,İzmir/Karşıyaka/Zübeyde Hanım
662,Ankara/Çankaya/Şehit Cengiz Karaca
663,Antalya/Kepez/Varsak Karşıyaka
664,Antalya/Muratpaşa/Güzeloba
665,Balıkesir/Karesi/Toygar
666,İstanbul/Üsküdar/Mimar Sinan
667,İzmir/Menemen/İstiklal
668,Mersin(İçel)/Mezitli/Akdeniz
669,Bursa/Nilüfer/Üçevler
670,Aydın/Didim/Yeni
671,Adana/Çukurova/Huzurevleri
672,Ankara/Keçiören/Pınarbaşı
673,Antalya/Döşemealtı/Altınkale
674,Balıkesir/Burhaniye/Bahçelievler
675,Kocaeli/Gebze/Köşklü Çeşme
676,Kocaeli/Karamürsel/4 Temmuz
677,Sivas/Merkez/Gökçebostan
678,İzmir/Buca/Yıldız
679,İzmir/Karabağlar/Kazım Karabekir
680,İstanbul/Beylikdüzü/Barış
681,İzmir/Karşıyaka/Alaybey
682,Ankara/Keçiören/Etlik
683,Adana/Seyhan/Pınar
684,İstanbul/Sancaktepe/Kemal Türkler
685,Eskişehir/Tepebaşı/Batıkent
686,İstanbul/Kağıthane/Çağlayan
687,Ankara/Çankaya/Osman Temiz
688,Aydın/Kuşadası/Davutlar
689,Ankara/Yenimahalle/Ragıp Tüzün
690,Antalya/Alanya/Tepe
691,Bursa/Osmangazi/Yunuseli
692,Denizli/Pamukkale/İstiklal
693,İstanbul/Bağcılar/İnönü
694,İzmir/Foça/Mustafa Kemal Atatürk
695,Elazığ/Merkez/Çaydaçıra
696,Hatay/Antakya/Akevler
697,Adana/Çukurova/Mahfesığmaz
698,Ankara/Yenimahalle/Barıştepe
699,Antalya/Alanya/Mahmutlar
700,Adana/Seyhan/Gürselpaşa
701,İzmir/Çiğli/Yeni Mahalle
702,Ankara/Yenimahalle/Batı Sitesi
703,Ankara/Çankaya/Muhsin Ertuğrul
704,Antalya/Konyaaltı/Siteler
705,Balıkesir/Edremit/Camivasat
706,Kayseri/Talas/Bahçelievler
707,Muğla/Datça/Cumalı
708,İstanbul/Güngören/Haznedar
709,İzmir/Menemen/Kazımpaşa
710,Gaziantep/Şehitkamil/Yukarıbeylerbeyi
711,Manisa/Salihli/Kurtuluş
712,Ankara/Çankaya/Küçükesat
713,Samsun/Atakum/Esenevler
714,Ankara/Çankaya/Aşıkpaşa
715,Antalya/Kemer/Arslanbucak
716,İzmir/Bornova/Erzene
717,Sivas/Merkez/Çiçekli
718,Ankara/Mamak/Şafaktepe
719,Ankara/Etimesgut/Yeşilova
720,Aydın/Didim/Efeler
721,İstanbul/Esenyurt/Yeşilkent
722,İzmir/Karabağlar/Esenlik
723,İzmir/Menemen/Uğur Mumcu
724,İzmir/Çiğli/Evka-5
725,İstanbul/Beylikdüzü/Gürpınar
726,Ankara/Pursaklar/Ayyıldız
727,Ankara/Çankaya/Hilal
728,Ankara/Kahramankazan/Yassıören
729,Ankara/Keçiören/Şefkat
730,Ankara/Mamak/Bahçelerüstü
731,Antalya/Alanya/Kızlar Pınarı
732,Antalya/Muratpaşa/Gençlik
733,Bolu/Merkez/Alpağut
734,Konya/Meram/Pirebi
735,Sakarya/Adapazarı/Camili
736,Samsun/Atakum/İstiklal
737,İstanbul/Avcılar/Ambarlı
738,İstanbul/Esenyurt/Sultaniye
739,İstanbul/Sancaktepe/Atatürk
740,İzmir/Seferihisar/Mersin Alanı
741,İstanbul/Kartal/Gümüşpınar
742,İzmir/Karşıyaka/Demirköprü
743,İstanbul/Fatih/Hırka-i Şerif
744,Ankara/Çankaya/Mürsel Uluç
745,Kocaeli/İzmit/Şirintepe
746,İzmir/Çiğli/Küçük Çiğli
747,Ankara/Çankaya/Ön Cebeci
748,Antalya/Alanya/Cikcilli
749,Düzce/Merkez/Kültür
750,Kocaeli/Gebze/Yenikent
751,Çanakkale/Merkez/Kemalpaşa
752,İstanbul/Sultanbeyli/Mimar Sinan
753,İzmir/Bayraklı/Körfez
754,İzmir/Bergama/Maltepe
755,Ankara/Mamak/Türközü
756,Balıkesir/Ayvalık/Küçükköy
757,Adana/Seyhan/Bahçeşehir
758,Ankara/Etimesgut/Yavuz Selim
759,Ankara/Polatlı/Zafer
760,Ankara/Çankaya/Anıttepe
761,Konya/Selçuklu/Horozluhan
762,Manisa/Yunusemre/Ayni Ali
763,İstanbul/Beyoğlu/Sururi Mehmet Efendi
764,İstanbul/Kağıthane/Mehmet Akif Ersoy
765,İstanbul/Tuzla/Yayla
766,İzmir/Buca/Mustafa Kemal
767,İzmir/Menemen/9 Eylül
768,Çanakkale/Merkez/Esenler
769,Ankara/Çankaya/Zafertepe
770,İstanbul/Bahçelievler/Hürriyet
771,İstanbul/Küçükçekmece/Cennet
772,Denizli/Merkez/Servergazi
773,Ankara/Keçiören/Adnan Menderes
774,İzmir/Bornova/Mevlana
775,Antalya/Kepez/Zafer
776,İstanbul/Bahçelievler/Kocasinan Merkez
777,İstanbul/Kağıthane/Talatpaşa
778,İzmir/Buca/Barış
779,K.K.T.C./Girne/Zeytinlik
780,Ankara/Çankaya/Aydınlar
781,Ankara/Mamak/Altınevler
782,Ankara/Yenimahalle/Güzelyaka
783,Antalya/Serik/Belek
784,Bartın/Merkez/Orduyeri
785,Karaman/Merkez/Pirireis
786,Samsun/İlkadım/Bahçelievler
787,Trabzon/Akçaabat/Söğütlü
788,İstanbul/Çekmeköy/Alemdağ
789,Mersin(İçel)/Toroslar/Mustafa Kemal
790,Mersin(İçel)/Toroslar/Portakal
791,Ankara/Keçiören/Esertepe
792,İzmir/Konak/Altıntaş
793,Ankara Satılık Daire İlanları/Altındağ Satılık Daire İlanları/Yıldıztepe Satılık Daire İlanları
794,Elazığ/Merkez/Sürsürü
795,Karabük/Safranbolu/Barış
796,Samsun/Atakum/Cumhuriyet
797,İstanbul/Bağcılar/Yenigün
798,İstanbul/Büyükçekmece/Ekinoba
799,İstanbul/Pendik/Fatih
800,İzmir/Buca/Yenigün
801,Antalya/Muratpaşa/Muratpaşa
802,Ankara/Mamak/Mehtap
803,Antalya/Kepez/Karşıyaka
804,Karabük/Merkez/Şirinevler
805,Ankara/Keçiören/Basınevleri
806,İstanbul/Pendik/Ahmet Yesevi
807,Ankara/Çankaya/Yukarı Öveçler
808,Bursa/Yıldırım/Yeşil
809,Ankara/Çankaya/Malazgirt
810,Ankara/Yenimahalle/Burç
811,Ankara/Etimesgut/Atakent
812,Ankara/Mamak/Gülveren
813,Bursa/Nilüfer/Barış
814,Eskişehir/Tepebaşı/Uluönder
815,Ankara/Etimesgut/Şeker
816,Denizli/Merkez/Karahasanlı
817,Ankara/Yenimahalle/Çiğdemtepe
818,Diyarbakır/Kayapınar/Fırat
819,Ankara/Pursaklar/Fatih
820,Ankara/Çankaya/İlker
821,Ankara/Yenimahalle/Kentkoop
822,Ankara/Çankaya/Sokullu Mehmet Paşa
823,Balıkesir/Altıeylül/Plevne
824,Kayseri/Melikgazi/Battalgazi
825,Kocaeli/Darıca/Cami
826,Tekirdağ/Marmaraereğlisi/Yeniçiftlik
827,Zonguldak/Merkez/Bahçelievler
828,Çanakkale/Lapseki/Gazi Süleyman Paşa
829,İstanbul/Sancaktepe/Merve
830,İstanbul/Tuzla/Aydınlı
831,İzmir/Karabağlar/Gülyaka
832,Aydın/Didim/Çamlık
833,Kahramanmaraş/Onikişubat/Selçuklu
834,İzmir/Karabağlar/Doğanay
835,Samsun/Atakum/Yenimahalle
836,Eskişehir/Tepebaşı/Ertuğrulgazi
837,Ankara/Mamak/Ege
838,Ankara/Çankaya/Harbiye
839,Ankara/Pursaklar/Merkez
840,İstanbul/Eyüp/Akşemsettin
841,İzmir/Buca/Efeler
842,Ankara/Yenimahalle/Demetevler
843,Ankara/Çankaya/Barbaros
844,Elazığ/Merkez/Rızaiye
845,Eskişehir/Tepebaşı/Işıklar
846,Hatay/Antakya/Ekinci
847,Kocaeli/Başiskele/Yeşilyurt
848,İstanbul/Şişli/M. Şevket Paşa
849,İzmir/Çiğli/Cumhuriyet
850,Kocaeli/Gebze/Mustafapaşa
851,Kırıkkale/Yahşihan/Erenler
852,Ankara/Çankaya/Umut
853,Samsun/Atakum/Mevlana
854,Tekirdağ/Çorlu/Esentepe
855,İzmir/Karabağlar/Selvili
856,İzmir/Menemen/Cumhuriyet
857,Ankara/Yenimahalle/Mehmet Akif Ersoy
858,Ankara/Keçiören/Yayla
859,Van/İpekyolu/Alipaşa
860,Aydın/Didim/Cumhuriyet
861,Ankara/Çankaya/Şehit Cevdet Özdemir
862,Antalya/Muratpaşa/Güzeloluk
863,K.K.T.C./İskele/Boğaz
864,Kayseri/Kocasinan/Mithatpaşa
865,Kayseri/Melikgazi/Gökkent
866,Muğla/Fethiye/Patlangıç
867,Samsun/İlkadım/Kalkancı
868,Çanakkale/Ayvacık/Küçükkuyu (Gökçetepe)
869,İstanbul/Kağıthane/Hürriyet
870,İstanbul/Zeytinburnu/Beştelsiz
871,İzmir/Menemen/Mermerli
872,Ankara/Keçiören/Sancaktepe
873,İstanbul/Ataşehir/Kayışdağı
874,Adana/Seyhan/2000 Evler
875,Kocaeli/Gebze/Barış
876,Ankara/Pursaklar/Saray Fatih
877,Manisa/Yunusemre/Barbaros
878,İstanbul/Sultangazi/Yunus Emre
879,Ankara/Yenimahalle/Çarşı
880,Ankara/Yenimahalle/Kaletepe
881,Antalya/Kepez/Altınova Sinan
882,Ankara/Yenimahalle/25 Mart
883,Ankara/Çankaya/Aşağı Öveçler
884,Antalya/Kepez/Ayanoğlu
885,Bartın/Merkez/Gölbucağı
886,Ordu/Altınordu/Karşıyaka
887,Gaziantep/Şahinbey/Akkent
888,İstanbul/Kağıthane/Seyrantepe
889,Denizli/Pamukkale/Fesleğen
890,Ankara/Keçiören/Kafkas
891,Edirne/Merkez/Şükrüpaşa
892,Ankara/Yenimahalle/Avcılar
893,Ankara/Akyurt/Saracalar
894,Ankara/Yenimahalle/Karşıyaka
895,Bursa/Osmangazi/Demirtaş Cumhuriyet
896,Denizli/Merkez/1200 Evler
897,Eskişehir/Odunpazarı/Gökmeydan
898,Eskişehir/Tepebaşı/Çamlıca
899,Hatay/Dörtyol/Kışlalar
900,Hatay/İskenderun/Sakarya
901,Konya/Karatay/Saraçoğlu
902,Muğla/Dalaman/Merkez
903,İstanbul/Bayrampaşa/Muratpaşa
904,İstanbul/Bağcılar/Çınar
905,İstanbul/Esenyurt/İncirtepe
906,İstanbul/Şişli/Kuştepe
907,İzmir/Buca/Hürriyet
908,İzmir/Karabağlar/Reis
909,İzmir/Menemen/Ulus
910,İzmir/Tire/İbni Melek
911,Balıkesir/Edremit/Akçay
912,Ankara/Pursaklar/Tevfik İleri
913,İzmir/Karabağlar/Bozyaka
914,Ankara/Çankaya/Metin Oktay
915,Denizli/Merkez/Adalet
916,Mersin(İçel)/Mezitli/Atatürk
917,İstanbul/Sancaktepe/Yenidoğan
918,Gaziantep/Şehitkamil/Belkız
919,Bursa/Nilüfer/İhsaniye
920,Isparta/Merkez/Vatan
921,Manisa/Yunusemre/Tevfikiye
922,Tekirdağ/Süleymanpaşa/100. Yıl
923,Balıkesir/Karesi/Paşa Alanı
924,Ankara/Mamak/Durali Alıç
925,Ankara Satılık Daire İlanları/Keçiören Satılık Daire İlanları/Etlik Satılık Daire İlanları
926,İstanbul/Avcılar/Merkez
927,İstanbul/Esenyurt/Saadetdere
928,Adana/Seyhan/Yeşilyurt
929,Adana/Seyhan/Aydınlar
930,Ankara/Keçiören/Çiçekli
931,Ankara/Çankaya/Kızılay
932,Denizli/Merkez/Çakmak
933,İstanbul/Bayrampaşa/Cevatpaşa
934,İstanbul/Kartal/Yukarı
935,İstanbul/Tuzla/Mimar Sinan
936,İzmir/Karşıyaka/Cumhuriyet
937,Bursa/Nilüfer/Dumlupınar
938,Adana/Çukurova/Toros
939,Ankara/Etimesgut/Şehit Osman Avcı
940,Tekirdağ/Çorlu/Alipaşa
941,İstanbul/Gaziosmanpaşa/Yıldıztabya
942,İstanbul/Beylikdüzü/Cumhuriyet
943,Ankara/Keçiören/Emrah
944,Ankara/Çankaya/Esatoğlu
945,Antalya/Kepez/Yeşilyurt
946,Mardin/Artuklu/Yenişehir
947,İstanbul/Bahçelievler/Zafer
948,Ankara/Pursaklar/Mimar Sinan
949,Antalya/Muratpaşa/Tahılpazarı
950,Ordu/Altınordu/Şahincili
951,Ankara/Keçiören/Yükseltepe
952,Kahramanmaraş/Onikişubat/Boğaziçi
953,İstanbul/Avcılar/Cihangir
954,Hatay/Defne/Çekmece
955,İstanbul/Bahçelievler/Fevziçakmak
956,Tekirdağ/Çorlu/Muhittin
957,Aydın/Didim/Hisar
958,Ankara/Altındağ/Aktaş
959,Adana/Sarıçam/Çarkıpare
960,Adana/Seyhan/Mithatpaşa
961,Burdur/Merkez/Şirinevler
962,Bursa/Nilüfer/Kayapa
963,Bursa/Yıldırım/Yenımahalle
964,Erzurum/Aziziye/Gez Köyü OSB
965,Mersin(İçel)/Mezitli/Deniz
966,Mersin(İçel)/Toroslar/Yalınayak
967,Ordu/Altınordu/Bahçelievler
968,Sakarya/Karasu/Kabakoz
969,İstanbul/Güngören/Güneştepe
970,İzmir/Buca/Laleli
971,Kocaeli/Darıca/Kazım Karabekir
972,Ankara/Etimesgut/İstasyon
973,Mersin(İçel)/Yenişehir/Hürriyet
974,İstanbul/Bahçelievler/Çobançeşme
975,İzmir/Konak/Barbaros
976,İzmir/Buca/İnkılap
977,Ankara/Etimesgut/Tunahan
978,İzmir/Menderes/Gümüldür Fevzi Çakmak
979,Ankara/Çankaya/Naci Çakır
980,Adana/Çukurova/Yüzüncüyıl
981,İstanbul/Sancaktepe/Fatih
982,İstanbul/Beylikdüzü/Yakuplu
983,Adana/Seyhan/Tellidere
984,Antalya/Muratpaşa/Etiler
985,Burdur/Merkez/Emek
986,Bursa/Mudanya/Yeni
987,Eskişehir/Odunpazarı/Yenidoğan
988,Gaziantep/Nizip/Eyüp Sultan
989,Kayseri/Kocasinan/Yeşil
990,Manisa/Yunusemre/Merkez Efendi
991,Muğla/Menteşe/Muslihittin
992,Trabzon/Ortahisar/Pelitli
993,İstanbul/Pendik/Kavakpınar
994,İstanbul/Sultangazi/Zübeyde Hanım
995,Antalya/Muratpaşa/Konuksever
996,Ankara/Pursaklar/Saray Cumhuriyet
997,Ankara/Altındağ/Gülpınar
998,Afyonkarahisar/Merkez/Eşrefpaşa
999,Ankara/Çankaya/Metin Akkuş
1000,Kayseri/Talas/Yenidoğan
1001,İstanbul/Zeytinburnu/Telsiz
1002,İzmir Satılık Daire İlanları/Karabağlar Satılık Daire İlanları/Basın Sitesi Satılık Daire İlanları
1003,İzmir/Buca/Ufuk
1004,İzmir/Çiğli/Balatçık
1005,Adana/Çukurova/Beyazevler
1006,Denizli/Pamukkale/Deliktaş
1007,Manisa/Şehzadeler/Arda
1008,Antalya/Muratpaşa/Gebizli
1009,Ankara/Keçiören/Atapark
1010,Ankara/Altındağ/Başpınar
1011,Ankara/Keçiören/Aktepe
1012,Edirne/Merkez/Abdurrahman
1013,Eskişehir/Tepebaşı/Zafer
1014,Konya/Selçuklu/Parsana
1015,Manisa/Yunusemre/50. Yıl
1016,Manisa/Şehzadeler/Tunca
1017,Mersin(İçel)/Yenişehir/Akkent
1018,Trabzon/Ortahisar/Kaymaklı
1019,Yalova/Çiftlikköy/Çiftlik
1020,İstanbul/Küçükçekmece/İstasyon
1021,İzmir/Buca/Menderes
1022,İzmir/Karabağlar/Refet Bele
1023,İzmir/Menderes/Mithatpaşa
1024,Ankara/Çankaya/Erzurum
1025,Balıkesir/Bandırma/100. Yıl
1026,Mersin(İçel)/Tarsus/Anıt
1027,Şanlıurfa/Haliliye/Karsıyaka
1028,Kayseri/Talas/Mevlana
1029,Kahramanmaraş/Onikişubat/Hürriyet
1030,Mersin(İçel)/Mezitli/Viranşehir
1031,Tekirdağ/Çorlu/Şeyh Sinan
1032,Konya/Meram/Yaka
1033,Antalya/Kepez/Ünsal
1034,Mersin(İçel)/Yenişehir/Çiftlikköy
1035,Ankara/Keçiören/Kavacık Subayevleri
1036,Ankara/Mamak/Demirlibahçe
1037,Bolu/Merkez/Aşağısoku
1038,Giresun/Merkez/Aksu
1039,Manisa/Yunusemre/Yeni Mahalle
1040,Samsun/İlkadım/Kışla
1041,İstanbul/Tuzla/Aydıntepe
1042,İstanbul/Çekmeköy/Aydınlar
1043,Ankara/Etimesgut/Güzelkent
1044,Ankara/Sincan/Mustafa Kemal
1045,Adana/Çukurova/Karslılar
1046,Ankara/Keçiören/Kuşcağız
1047,Antalya/Muratpaşa/Soğuksu
1048,Elazığ/Merkez/Doğu Kent
1049,Manisa/Yunusemre/Topçuasım
1050,Niğde/Merkez/Efendibey
1051,Tekirdağ/Çorlu/Çobançeşme
1052,İstanbul/Avcılar/Mustafa Kemal Paşa
1053,Ankara/Mamak/Başak
1054,İstanbul/Gaziosmanpaşa/Bağlarbaşı
1055,Kastamonu/Merkez/Kuzeykent
1056,Bursa/Osmangazi/Ovaakça Merkez
1057,Adıyaman/Merkez/Altınşehir
1058,İstanbul/Esenyurt/Güzelyurt
1059,Ankara/Çankaya/Huzur
1060,Ankara/Keçiören/Kanuni
1061,Ankara/Mamak/Mutlu
1062,Bursa/Mudanya/Güzelyalı Burgaz
1063,Bursa/Nilüfer/Çalı
1064,Ordu/Altınordu/Cumhuriyet
1065,Sakarya/Sapanca/Yeni
1066,Yalova/Çınarcık/Taşliman
1067,Ankara/Altındağ/Yıldıztepe
1068,Denizli/Merkez/Akkonak
1069,Ankara/Altındağ/Doğantepe
1070,Kocaeli/Körfez/Barbaros
1071,Bursa/Yıldırım/Hacıseyfettin
1072,Hatay/Antakya/Odabaşı
1073,Eskişehir/Odunpazarı/Emek
1074,İzmir/Buca/Güven
1075,İzmir/Kemalpaşa/Mehmet Akif Ersoy
1076,Ankara/Keçiören/Ayvalı
1077,Ankara/Altındağ/Beşikkaya
1078,Ankara/Keçiören/Tepebaşı
1079,Antalya/Kepez/Teomanpaşa
1080,Adana/Sarıçam/Mehmet Akif Ersoy
1081,Antalya/Kepez/Erenköy
1082,Düzce/Merkez/Beyciler
1083,Kocaeli/Çayırova/Akse
1084,Manisa Satılık Daire İlanları/Akhisar Satılık Daire İlanları/Hürriyet Satılık Daire İlanları
1085,Çanakkale/Biga/Hamdibey
1086,İstanbul/Esenyurt/Piri Reis
1087,İstanbul/Esenyurt/Yunus Emre
1088,İzmir/Konak/Kemal Reis
1089,İzmir/Torbalı/Tepeköy
1090,İzmir/Çiğli/Atatürk
1091,İzmir/Ödemiş/Mimar Sinan
1092,Ankara/Etimesgut/Ayyıldız
1093,Kocaeli/Gebze/Mevlana
1094,Ankara/Etimesgut/Elvan
1095,Kocaeli/Gebze/Cumhuriyet
1096,Kayseri/Develi/Şehit Üsteğmen Hasan Şahan
1097,Mersin(İçel)/Silifke/Atakent
1098,Manisa/Yunusemre/Muradiye
1099,Ankara/Etimesgut/Alsancak
1100,Ankara/Yenimahalle/Ergazi
1101,Ankara/Etimesgut/Altay
1102,Ankara/Keçiören/İncirli
1103,Antalya/Kepez/Altınova Orta
1104,Denizli/Merkez/Değirmenönü
1105,Samsun/Canik/Kuzey Yıldızı
1106,Tekirdağ/Kapaklı/Cumhuriyet
1107,İstanbul/Beylikdüzü/Dereağzı
1108,İstanbul/Silivri/Alibey
1109,Antalya/Muratpaşa/Yüksekalan
1110,Kayseri/Melikgazi/Gesi Fatih
1111,Mersin(İçel)/Mezitli/Davultepe
1112,Elazığ/Merkez/Ataşehir
1113,Kocaeli/Gebze/Mimar Sinan
1114,Ankara/Altındağ/Karapürçek
1115,Antalya/Kepez/Şafak
1116,Ankara/Çubuk/Cumhuriyet
1117,Bursa/Yıldırım/Karaağaç
1118,Yalova/Çınarcık/Çamlık
1119,İstanbul/Pendik/Güzelyalı
1120,İzmir/Buca/Yaylacık
1121,İzmir/Menemen/Gazi Mustafa Kemal
1122,Ankara/Mamak/Cengizhan
1123,Eskişehir/Tepebaşı/Eskibağlar
1124,Ankara/Etimesgut/Topçu
1125,Ankara/Mamak/Hürel
1126,Adana/Seyhan/Döşeme
1127,Bilecik/Merkez/Beşiktaş
1128,Mersin(İçel)/Yenişehir/Gazi
1129,Mersin(İçel)/Yenişehir/Güvenevler
1130,Antalya/Muratpaşa/Kızılarık
1131,İzmir/Buca/Kozağaç
1132,Bursa/Nilüfer/Görükle
1133,İstanbul/Maltepe/Zümrütevler
1134,Denizli/Pamukkale/Dokuzkavaklar
1135,Erzurum/Yakutiye/Kazım Karabekir Paşa
1136,Eskişehir/Tepebaşı/Esentepe
1137,Samsun/Canik/Uludağ
1138,Sivas/Merkez/Alibaba
1139,Ankara/Altındağ/Altınpark
1140,Antalya/Kepez/Gazi
1141,Ankara/Mamak/Kutlu
1142,Hatay/Antakya/Saraykent
1143,İzmir/Karşıyaka/İmbatlı
1144,Kocaeli/Gebze/Arapçeşme
1145,Ankara/Mamak/General Zeki Doğan
1146,Antalya/Kepez/Habibler
1147,Aydın/Efeler/Cuma
1148,Edirne/Merkez/Koca Sinan
1149,Kastamonu/Taşköprü/Karasait
1150,Konya/Selçuklu/Malazgirt
1151,Şanlıurfa/Karaköprü/Esentepe
1152,Ankara/Mamak/Kazım Orbay
1153,Antalya/Kepez/Kanal
1154,Bartın/Merkez/Karaköy
1155,Eskişehir/Odunpazarı/71 Evler
1156,Samsun/Atakum/Küçükkolpınar
1157,Zonguldak/Merkez/Tepebaşı
1158,İzmir/Bayraklı/Emek
1159,Çorum/Merkez/Ulukavak
1160,Ankara/Pursaklar/Yunus Emre
1161,Ankara/Etimesgut/Oğuzlar
1162,İzmir/Menderes/Barbaros
1163,Denizli/Merkez/Sümer
1164,Ankara/Altındağ/Çamlık
1165,Ankara/Sincan/Pınarbaşı
1166,Aydın/Efeler/Meşrutiyet
1167,Balıkesir/Bandırma/17 Eylül
1168,Burdur/Merkez/Konak
1169,Eskişehir/Tepebaşı/Bahçelievler
1170,Kocaeli/İzmit/Tavşantepe
1171,Mersin(İçel)/Yenişehir/Cumhuriyet
1172,Sakarya/Adapazarı/Yeni Cami
1173,Sakarya/Karasu/Yeni
1174,İstanbul/Esenyurt/Turgut Özal
1175,İzmir/Karabağlar/Ali Fuat Cebesoy
1176,Manisa/Şehzadeler/İbrahimçelebi
1177,Konya/Karatay/Doğuş
1178,İstanbul/Kağıthane/Harmantepe
1179,Ankara/Mamak/Altıağaç
1180,İstanbul/Esenyurt/Örnek
1181,Antalya/Kepez/Mehmet Akif Ersoy
1182,Ankara Satılık Daire İlanları/Mamak Satılık Daire İlanları/General Zeki Doğan Satılık Daire İlanları
1183,Sinop/Merkez/Ada
1184,Ankara/Etimesgut/Şeyh Şamil
1185,Ankara/Altındağ/Plevne
1186,Ankara/Çubuk/Yıldırım Beyazıt
1187,Balıkesir/Bandırma/Hacı Yusuf
1188,Balıkesir/Bandırma/Çınarlı
1189,Denizli/Pamukkale/Fatih
1190,Samsun/Atakum/Mimarsinan
1191,İstanbul/Esenyurt/Akevler
1192,İzmir/Çiğli/Şirintepe
1193,Sakarya/Karasu/Aziziye
1194,Ankara/Sincan/Ahi Evran
1195,Antalya/Kepez/Güneş
1196,Ankara/Mamak/Çağlayan
1197,Erzurum/Aziziye/Saltuklu
1198,Eskişehir/Tepebaşı/Şirintepe
1199,İzmir/Buca/İnönü
1200,İstanbul/Beylikdüzü/Beylikdüzü OSB
1201,Antalya/Kepez/Kütükçü
1202,Kocaeli/Karamürsel/Kayacık
1203,Tekirdağ/Süleymanpaşa/Gündoğdu-Turgut
1204,Ankara/Mamak/Peyami Sefa
1205,Konya/Selçuklu/Selahaddin Eyyubi
1206,Çorum/Merkez/Bahçelievler
1207,Mersin(İçel)/Yenişehir/Barbaros
1208,Mersin(İçel)/Yenişehir/Bahçelievler
1209,Tekirdağ/Çerkezköy/Bağlık
1210,Adana/Sarıçam/Yeşiltepe
1211,Ankara/Mamak/Karaağaç
1212,Ankara/Sincan/Andiçen
1213,Edirne/Keşan/Büyük Cami
1214,Kahramanmaraş/Onikişubat/Vadi
1215,Karaman/Merkez/Valide Sultan
1216,Muğla/Menteşe/Şeyh
1217,Ordu/Fatsa/Sakarya
1218,İzmir/Çiğli/Maltepe
1219,Ankara/Keçiören/19 Mayıs
1220,Antalya/Kepez/Sütçüler
1221,İstanbul/Esenyurt/Süleymaniye
1222,Ankara/Mamak/Şirintepe
1223,Şanlıurfa/Haliliye/Sırrın
1224,Ankara/Çankaya/Seyranbağları
1225,Hatay/İskenderun/Pınarbaşı
1226,Tekirdağ/Çorlu/Reşadiye
1227,Kırıkkale/Merkez/Gürler
1228,Tekirdağ/Çerkezköy/Gazi Mustafa Kemalpaşa
1229,Ankara/Polatlı/Kurtuluş
1230,Antalya/Kepez/Kuzeyyaka
1231,Denizli/Pamukkale/Tekke
1232,Konya/Selçuklu/Beyhekim
1233,Nevşehir/Merkez/Ragıp Üner
1234,İstanbul/Arnavutköy/Taşoluk
1235,İzmir/Kemalpaşa/Soğukpınar
1236,Karabük/Safranbolu/Esentepe
1237,Ankara/Altındağ/Örnek
1238,Tekirdağ/Kapaklı/Bahçelievler
1239,Mersin(İçel)/Toroslar/Alsancak
1240,Ankara/Mamak/Aşık Veysel
1241,Ankara/Sincan/Plevne
1242,Mersin(İçel)/Yenişehir/Aydınlıkevler
1243,Hatay/Antakya/Esentepe
1244,Kocaeli/İzmit/Yeşilova
1245,Adana/Sarıçam/Akkuyu
1246,Ankara/Altındağ/Alemdağ
1247,Kocaeli/Gebze/Güzeller
1248,Kırklareli/Lüleburgaz/Yıldırım
1249,Antalya/Kepez/Yeşiltepe
1250,İstanbul/Esenyurt/Yenikent
1251,Ankara/Mamak/Fahri Korutürk
1252,Ankara/Etimesgut/Süvari
1253,Ankara/Mamak/Bostancık
1254,Hatay/Antakya/Ürgen Paşa
1255,Konya/Karatay/Karaaslandede
1256,Manisa/Yunusemre/Mareşal Fevzi Çakmak
1257,Ordu/Altınordu/Nizamettin
1258,İstanbul/Pendik/Esenyalı
1259,Ankara/Keçiören/Şehit Kubilay
1260,Tekirdağ/Çorlu/Rumeli
1261,Ankara/Yenimahalle/Esentepe
1262,Ankara/Mamak/Tuzluçayır
1263,Bursa/Osmangazi/Hamzabey
1264,Mersin(İçel)/Toroslar/Güneykent
1265,Çanakkale/Merkez/İsmetpaşa
1266,Kayseri/Talas/Kiçiköy
1267,Ankara/Mamak/Şahintepe
1268,Diyarbakır/Bağlar/Bağcılar
1269,Denizli/Merkez/Sevindik
1270,Düzce/Merkez/Şerefiye
1271,Kayseri/Bünyan/Sağlık
1272,Çorum/Merkez/Buharaevler
1273,Denizli/Merkez/Gümüşçay
1274,Antalya/Kepez/Yeni
1275,Samsun/Atakum/Körfez
1276,Ankara/Keçiören/Yeşiltepe
1277,Sakarya/Karasu/Yalı
1278,Konya/Selçuklu/İhsaniye
1279,Sakarya/Serdivan/Beşköprü
1280,Tekirdağ/Çerkezköy/Yıldırım Beyazıt
1281,Nevşehir/Merkez/2000 Evler
1282,Tekirdağ/Süleymanpaşa/Altınova
1283,Ankara/Yenimahalle/Kuzey Yıldızı
