id	link	price	title	ilan_no	yer	oda	metrekare	bina_yasi	kat	banyo	label
1391	https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-fatih-emlakcidan-daire/detay/32369039	425000	BU DAİREYİ GÖRENLER HAYRAN KALIYOR ELİF EMLAKTA SİZLERİ BEKLİYOR	18510-15537	Ankara/Pursaklar/Fatih	5	195	0	9	2	2
1401	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-sogutozu-emlakcidan-daire/detay/32366166	1625000	SÖĞÜTÖZÜ MİNADORA...12.KATTA GÜNEY DOĞU CEPHE 4+1 DAİRE...	39997-2718	Ankara/Çankaya/Söğütözü	5	215	1	12	2	8
1408	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-yasamkent-emlakcidan-daire/detay/32378303	475000	Turyap 'tan Yaşamkent Merkez İnan Sitesinde Full Yapılı 3+1 	3044-1198	Ankara/Çankaya/Yaşamkent	4	165	10	4	2	2
1410	https://www.hurriyetemlak.com/konut-satilik/izmir-buca-yenigun-emlakcidan-daire/detay/32381872	310000	Kızılkanat Sitesinde Doğalgazlı 130 M2. 3+1 Arakat Daire	3526-2886	İzmir/Buca/Yenigün	4	130	16	9	1	2
1441	https://www.hurriyetemlak.com/konut-satilik/istanbul-cekmekoy-nisantepe-emlakcidan-daire/detay/32366345	765000	ALEMDAĞ EMLAK KONUTLARININ EN ÖZEL 4+1 193+65 m2 TERAS DAİRESİ	37996-4810	İstanbul/Çekmeköy/Nişantepe	5	258	5	15	2	4
1443	https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-gulpinar-emlakcidan-daire/detay/32354591	115000	HAYAL EMLAK'DAN*YATIRIM AMAÇLI FULL YAPILI MASRAFSIZ KATTA DAİRE	56119-12158	Ankara/Altındağ/Gülpınar	2	105	1	1	1	1
1446	https://www.hurriyetemlak.com/konut-satilik/mugla-bodrum-guvercinlik-emlakcidan-yazlik/detay/32387742	329900	rus sahibinden satılık ev bakımlı eşyalı lüks daire manzaralı ev	14535-5178	Muğla/Bodrum/Güvercinlik	3	110	11	0	2	2
1447	https://www.hurriyetemlak.com/konut-satilik/mersinicel-yenisehir-ciftlikkoy-emlakcidan-daire/detay/32395814	230000	TURSAT'TAN EKİNCİ NOVİTADA SATILIK KELEPİR 1+1 EŞYALI DAİRE	13159-689	Mersin(İçel)/Yenişehir/Çiftlikköy	2	85	4	11	1	1
1448	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-yeni-bati-emlakcidan-daire/detay/32380593	599000	ÖZCAN EMLAK 1 DEN YENİ BATI DA FULL YAPILI LÜX DAİRE 	1442-9024	Ankara/Yenimahalle/Yeni Batı	5	205	0	4	2	3
1449	https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-baltalimani-emlakcidan-bina/detay/32391440	2700000	Sariyer Baltalimanı'nda caddeye 3 dakika yürüme mesafesinde	29795-4191	İstanbul/Sarıyer/Baltalimanı	3	25	25	2	1	10
1450	https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-yurt-emlakcidan-daire/detay/32369956	410000	TURYAP'TAN YURT MAH 3+1 FULL+FULL KAÇMAZ DAİRE	4476-26016	Adana/Çukurova/Yurt	4	165	0	3	2	2
1455	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-tunahan-emlakcidan-daire/detay/32375973	100000	ERYAMAN 4.ETAPTA CADDEYE AVM YE YAKIN SATILIK 1+1 DAİRE	43480-7875	Ankara/Etimesgut/Tunahan	2	52	22	4	1	0
1463	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-pamuklar-emlakcidan-daire/detay/32364914	470000	Pamuklar Sivas Caddesinde Manzaralı 4+1 Ful Yapılı 	10345-3637	Ankara/Yenimahalle/Pamuklar	5	170	4	10	2	2
1468	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-basinevleri-emlakcidan-daire/detay/32361832	199000	BASIN CD.YAKININDA 3+1 KATTA FULL YAPILI ACİL MERKEZİ KONUMDA	27283-11138	Ankara/Keçiören/Basınevleri	4	130	20	3	1	1
1475	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32383547	365000	ALTINOLUKTA SATILIK DAİRE YÜZME HAVUZLU SİTE İÇERİSİNDE MERKEZDE	18513-2323	Balıkesir/Edremit/Altınoluk	3	90	9	1	1	2
1484	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-tepebasi-emlakcidan-daire/detay/32368762	219000	SANATORYUM CADDESİNDE 3+1 ORTA KATTA MANZARALI SALONBAĞIMSIZ	13758-10453	Ankara/Keçiören/Tepebaşı	4	120	20	1	1	1
1489	https://www.hurriyetemlak.com/konut-satilik/kocaeli-izmit-sirintepe-emlakcidan-daire/detay/32371012	297000	İZMİT PLAJ YOLU ŞİRİNTEPEDE SATILIK 3+1 LÜKS BAHÇE DUBLEKS	47990-797	Kocaeli/İzmit/Şirintepe	4	160	6	0	1	1
1490	https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-aydinevler-emlakcidan-daire/detay/32391040	380000	DİRECTTEN KÜÇÜKYALI METRODA ARAKATTA,MODERN,FIRSAT,ŞIK 2+1 DAİRE	3447-15435	İstanbul/Maltepe/Aydınevler	3	95	6	1	1	2
1496	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-cayyolu-emlakcidan-villa/detay/32371690	1500000	EMAKS'TAN ÇAYYOLU BAHÇELİ YEŞİL VADİDE YAPILI 7+1 VİLLA	10557-1874	Ankara/Çankaya/Çayyolu	8	300	20	1	2	8
1508	https://www.hurriyetemlak.com/konut-satilik/istanbul-kartal-cavusoglu-emlakcidan-daire/detay/32394202	505000	Kartal Çavuşoğlu Mahallesi Merkezde 3+1 SATILIK Geniş Dubleks	3393-2734	İstanbul/Kartal/Çavuşoğlu	4	175	0	5	2	3
1512	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-istasyon-emlakcidan-daire/detay/32381100	345000	ANKARA ETİMESGUT İSTASYON MAH ASANSÖRLÜ 5+1 TERAS	28851-11821	Ankara/Etimesgut/İstasyon	6	260	7	0	2	2
1527	https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-pinar-emlakcidan-daire/detay/32358659	525000	FAVORİ'DEN PINAR'DA 4+1 BULVAR ÜZERİ SATILIK DAİRE!!!!!!	102957-523	Adana/Seyhan/Pınar	5	200	3	7	2	3
1541	https://www.hurriyetemlak.com/konut-satilik/izmir-konak-kemal-reis-emlakcidan-daire/detay/32389301	210000	ŞEHİT NİHAT TA 3+1 SATILIK DAİRE	16820-2897	İzmir/Konak/Kemal Reis	4	120	30	1	1	1
1543	https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-yenisehir-emlakcidan-daire/detay/32385682	499500	Ataşehir Sinpaş Koru Sitesi Balkonlu Geniş Mutfak Masrafsız 2+1	1227-12827	İstanbul/Ataşehir/Yenişehir	3	115	18	1	2	2
1544	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-incirli-emlakcidan-daire/detay/32361933	157000	FAİK ERBAĞI OKUL YANI 3+1 Y.GİRİŞ ÖNÜ AÇIK KAT KONUMUNDA BALKNLU	27283-11139	Ankara/Keçiören/İncirli	4	115	20	0	1	1
1545	https://www.hurriyetemlak.com/konut-satilik/istanbul-kagithane-harmantepe-emlakcidan-daire/detay/32358719	222000	KATMULKİYETLİ AXİS AVM 300MT 260 TL DEN ACİL 222 TL SON	43996-7461	İstanbul/Kağıthane/Harmantepe	2	75	0	0	1	1
1547	https://www.hurriyetemlak.com/konut-satilik/hatay-iskenderun-ismet-inonu-emlakcidan-bina/detay/32363229	165000	MAJÖR GAYRİMENKUL'den GELİŞİM SİTESİ'de SATILIK 2+1 LÜKS DAİRE	32877-3439	Hatay/İskenderun/İsmet İnönü	3	85	6	2	1	1
1551	https://www.hurriyetemlak.com/konut-satilik/mersinicel-silifke-atakent-emlakcidan-yazlik/detay/32366866	350000	Mersin Susanoğlunda Deniz Manzaralı Satılık 2+1 Yazlık	106332-65	Mersin(İçel)/Silifke/Atakent	3	115	10	6	2	2
1555	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32380198	360000	ALTINOLUK GÜNAY EMLAKTAN MERKEZDE HAVUZLU SİTEDE 2+1 DAİRE	25542-1825	Balıkesir/Edremit/Altınoluk	3	95	18	2	1	2
1557	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-elvan-emlakcidan-daire/detay/32369040	162000	ÇOKK ACİL ELVAN MAHALLESİNDE MANTOLAMALI KÖŞEBAŞI LÜKS DAİRE	101812-79	Ankara/Etimesgut/Elvan	4	110	10	3	1	1
1567	https://www.hurriyetemlak.com/konut-satilik/izmir-karabaglar-doganay-emlakcidan-daire/detay/32356060	288000	CENTRAL 35 LİDER DOĞANAY MH. 95 M2 2+1 ARAKAT ORDU CADDESİ ÜSTÜ	50860-1271	İzmir/Karabağlar/Doğanay	3	95	4	2	1	1
1572	https://www.hurriyetemlak.com/konut-satilik/izmir-bornova-evka-3-emlakcidan-daire/detay/32354514	560000	STARTKEY MAYA'DAN EVKA-3'TE MUHTEŞEM MANZARALI SATILIK 3+1 DAİRE	101120-112	İzmir/Bornova/Evka 3	4	160	16	12	2	3
1574	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32367969	595000	BAĞLICA PREMİUM LİFE'DA MANZARALI KOMPLE SATILIK KAT	13354-1071	Ankara/Etimesgut/Bağlıca	5	225	0	9	2	3
1601	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32397809	529000	Bağlıca Manzaralı K.Otoparklı 4+1 188m2 Satılık Daire IRMAK GYD	28880-2009	Ankara/Etimesgut/Bağlıca	5	188	1	6	2	3
1606	https://www.hurriyetemlak.com/konut-satilik/istanbul-bakirkoy-atakoy-2-5-6/detay/32377371	10500000	Yalı Ataköy'de Satılık 5+1 Daire 	100027-85	İstanbul/Bakırköy/Ataköy 2-5-6.	6	305	2	1	4	10
1617	https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-mavisehir-emlakcidan-daire/detay/32197294	1250000	KAYA PRESTİGE Konutları 2. ETAP KÖRFEZ VE SİTE İÇİ HAVUZ MANZARA	30092-2048	İzmir/Karşıyaka/Mavişehir	4	173	5	10	2	6
1618	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/31501262	350000	ALTINOLUKTA SATILIK DAİRE MERKEZDE DENİZE 200 METRE ULTRA LÜX	18513-2093	Balıkesir/Edremit/Altınoluk	3	85	0	2	1	2
1641	https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-emirgan-emlakcidan-daire/detay/31912484	1450000	EMİRGAN'DA 110 M2 YENİLENMİŞ KISMİ MANZARALI ŞIK DAİRE	1976-25982	İstanbul/Sarıyer/Emirgan	3	120	30	3	1	7
1645	https://www.hurriyetemlak.com/konut-satilik/istanbul-zeytinburnu-maltepe-sahibinden-daire/detay/31819593	1000000	Beyaz Rezidance 1 Topkapı Sahibinden Satılık 2+1 Daire	0-31819593	İstanbul/Zeytinburnu/Maltepe	3	130	6	5	2	5
1649	https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-levazim-emlakcidan-daire/detay/31809319	2600000	Satılık zorlu center yanı Kardelen Sitesi 3+1 Ara Kat Daire 	2608-1876	İstanbul/Beşiktaş/Levazım	4	188	15	3	2	10
1652	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-oran-emlakcidan-daire/detay/32369878	835000	ORAN'DA, FULL YAPILI, FULL BAKIMLI, 3 CEPHELİ, NET 180 m2	47587-749	Ankara/Çankaya/Oran	5	200	25	4	2	4
1657	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32250461	495000	Bağlıca 4+1 188 m2 Satılık Daire IRMAK GYD	28880-1980	Ankara/Etimesgut/Bağlıca	5	188	2	3	2	2
1659	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32398073	560000	Bağlıca 4+1 185 m2 Ultralüks Satılık Daire.. IRMAK GYD	28880-2011	Ankara/Etimesgut/Bağlıca	5	185	1	9	2	3
1672	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32402109	720000	Hafta Sonuna Özel Liste Fiyatından Yüzde 20 İndirim! IRMAK GYD	28880-2017	Ankara/Etimesgut/Bağlıca	5	190	0	1	2	4
1678	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-dodurga-emlakcidan-daire/detay/32388550	375000	TÜRKKONU'TA 3+1,KATTA,ASANSÖRLÜ,OTOPARKLI,MANZARALI,SÜPERLÜX.	11065-1239	Ankara/Çankaya/Dodurga	4	135	14	3	1	2
1687	https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-merkez-emlakcidan-daire/detay/32245526	229000	ALYANS'tan MERKEZ MAHALLESİNDE ULAŞIMA YAKIN 2+1 ÇOK CAZİP 	5225-12653	Mersin(İçel)/Mezitli/Merkez	3	130	3	7	2	1
1689	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-turkozu-emlakcidan-daire/detay/32353058	183000	TÜRKÖZÜN DE FIRSAT KAÇMAZ KATTA KELEPİR 3+1 DAİRE	43944-2168	Ankara/Mamak/Türközü	4	125	3	1	1	1
1692	https://www.hurriyetemlak.com/konut-satilik/izmir-bornova-evka-3-emlakcidan-daire/detay/32275979	1250000	BORNOVA FLAMİNGO EVLERİNDE 4+1 220 m2 DAİRE 	41016-160	İzmir/Bornova/Evka 3	5	220	8	4	2	6
1696	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32399472	545000	Bağlıca 4+1 185m2 Modern ve Konforlu Satılık Daire.. IRMAK GYD	28880-2015	Ankara/Etimesgut/Bağlıca	5	185	0	4	2	3
1705	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32398777	479000	Bağlıca 4+1 180m2 Satılık Daire.. IRMAK GYD	28880-2013	Ankara/Etimesgut/Bağlıca	5	180	0	8	2	2
1768	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sancaktepe-emlakcidan-daire/detay/32316811	210000	SANCAKTEPEDE ARAKAT LÜKS YAPILI JAKUZİLİ TERASBALKONLU3+1 DAİRE	15878-10695	Ankara/Keçiören/Sancaktepe	4	145	2	2	2	1
1774	https://www.hurriyetemlak.com/konut-satilik/canakkale-ayvacik-kucukkuyu-emlakcidan-daire/detay/32061123	725000	Küçükkuyu'da Denize Sıfır Havuzlu Sitede Satılık 2+1 Lüks Daire	51109-2902	Çanakkale/Ayvacık/Küçükkuyu	3	80	5	0	2	4
1783	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32091153	585000	Bağlıca SATILIK 4+1 YÜZME HAVUZLU DAİRE... IRMAK GYD	28880-1961	Ankara/Etimesgut/Bağlıca	5	188	4	8	2	3
1790	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32152977	480000	ALTINORAN TURKUAZ EVLERİNDE 2,5+1 UYGUN FIYATLI SATILIK DAİRE	30001-4933	Ankara/Çankaya/İlkbahar	3	139	4	13	2	2
1791	https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-davutlar-emlakcidan-yazlik/detay/32263479	360000	Kuşadası Satılık Denize 400 mt Büyük Bahçeli eşyalı 4+1 Yazlık	53744-2365	Aydın/Kuşadası/Davutlar	5	145	15	0	2	2
1796	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/31981177	589000	Bağlıca Satılık 4+1 Kapalı Garaj Saunalı İskanlı Daire IRMAK GYD	28880-1943	Ankara/Etimesgut/Bağlıca	5	188	0	16	2	3
1797	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-baris-emlakcidan-daire/detay/32309144	335000	ÇOK ACİL, DEMETKENT SİTESİ , 3+1+KİLER, 130m2, 18.KAT, ÖNÜ AÇIK	53576-3040	Ankara/Yenimahalle/Barış	4	125	15	18	1	2
1815	https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-ulus-emlakcidan-daire/detay/32046372	4607000	Fırsat ULUS Adnan Saygun Caddesi YUSİT 4+1 Satılık Daire	2608-1948	İstanbul/Beşiktaş/Ulus	5	210	38	0	3	10
1820	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-universiteler-emlakcidan-daire/detay/32097163	875000	Bilkent 2 Park Sitesi Satılık 3+1 ( Özel yapılı )	3918-3191	Ankara/Çankaya/Üniversiteler	4	165	25	5	1	4
1824	https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-baglarbasi-emlakcidan-daire/detay/31921506	405000	KAÇMAZ EMLAK BAĞDAT*MALTEPEDE NEZİH KONUM ÇİFT BALKONLU KÖŞE 	28854-15339	İstanbul/Maltepe/Bağlarbaşı	3	100	3	1	1	2
1842	https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/32108494	700000	ATAŞEHİR GARDENYA' DA MİGROS YANI ÇARŞILARA YAKIN EBEVEYNLİ 3+1	13402-97183	İstanbul/Ataşehir/Ataşehir Atatürk	4	145	18	5	2	4
1852	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-remzi-oguz-arik-emlakcidan-daire/detay/31522582	290000	A.AYRANCI ALİDEDE SOK.TA 3+1 125M2 4.KAT ÖNCEPHE KOMBİLİ YAPILI	53653-921	Ankara/Çankaya/Remzi Oğuz Arık	4	125	36	4	1	1
1855	https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-ataturk-emlakcidan-daire/detay/32122235	198000	ALYANS'tan ÜNİVERSİTE YOLUNDA 2+1 SİTE İÇERİSİNDE CAZİP DAİRE	5225-12590	Mersin(İçel)/Mezitli/Atatürk	3	120	3	8	1	1
1859	https://www.hurriyetemlak.com/konut-satilik/izmir-torbali-camlica-sahibinden-ciftlik-evi/detay/32192980	1800000	İZMİR TORBALI DA SAHİBİNDEN SATILIK ÇİFLİK EVİ	0-32192980	İzmir/Torbalı/Çamlıca	10	13000	10	0	2	9
1862	https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-akdeniz-emlakcidan-daire/detay/32283116	289000	ALYANS'tan CAZİP,MÜKEMMEL FERAHLIK,GENİŞLİK,HEMEN TESLİM	5225-12679	Mersin(İçel)/Mezitli/Akdeniz	5	210	4	6	2	1
1865	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-alacaatli-emlakcidan-daire/detay/31579168	205000	RELAX PLUS FULL EŞYALI KİRACILI 1+1 FIRSAT DAİRE	3353-407	Ankara/Çankaya/Alacaatlı	2	75	2	11	1	1
1866	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-yukari-bahcelievler-emlakcidan-daire/detay/30937888	255000	BAHÇELİDE 2+1 GİRİŞ 255 000 TL CANSUDAN	2533-1685	Ankara/Çankaya/Yukarı Bahçelievler	3	75	28	0	1	1
1875	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-akpinar-emlakcidan-daire/detay/32115765	380000	EKOL DEN AKPINAR DA 3+1 157 M2 KATTA KOMBİLİ ÇİFT BANYOLU DAİRE	4583-10997	Ankara/Çankaya/Akpınar	4	157	12	3	2	2
1876	https://www.hurriyetemlak.com/konut-satilik/mugla-bodrum-gundogan-emlakcidan-villa/detay/20950613	1055000	My Home'dan BODRUM GÜNDOĞAN'da MANZARALI-GENİŞBAHÇELİ VİLLA	51505-256	Muğla/Bodrum/Gündoğan	5	150	12	0	3	5
1877	https://www.hurriyetemlak.com/konut-satilik/istanbul-sisli-tesvikiye-emlakcidan-daire/detay/32013078	1100000	 ASSA - NİŞANTAŞI 'NDA TERASLI, BAKIMLI,YATIRIMLIK SATILIK DAİRE	4241-1930	İstanbul/Şişli/Teşvikiye	3	100	35	4	1	6
1878	https://www.hurriyetemlak.com/konut-satilik/izmir-guzelbahce-mustafa-kemal-pasa-emlakcidan-villa/detay/29552415	2100000	A24 SİTE GAYRİMENKUL,HAVUZLU GÜVENLİKLİ SİTEDE ULTRA LÜKS VİLLA	21671-4294	İzmir/Güzelbahçe/Mustafa Kemal Paşa	7	350	0	0	4	10
1883	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-yukari-bahcelievler-emlakcidan-daire/detay/32348325	810000	BAHÇELİ DE 3+1 TERASLI DUBLEKS 810000 TL CAN	2533-1843	Ankara/Çankaya/Yukarı Bahçelievler	4	185	6	3	2	4
1891	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/26846577	550000	 LİMKA İNŞ'TAN BAĞLICADA 2+1,3+1 VE 4+1 LÜKS DAİRELER 	50378-159	Ankara/Etimesgut/Bağlıca	3	103	0	10	2	3
1896	https://www.hurriyetemlak.com/konut-satilik/ankara-golbasi-ballikpinar-emlakcidan-villa/detay/32104291	1290000	GÖLBAŞI BALLIKPINAR ELİT SİTESİ 400 m2. 6+2 MÜSTAKİL VİLLA	4367-3864	Ankara/Gölbaşı/Ballıkpınar	8	400	10	0	4	6
1901	https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/31677929	645000	ATAŞEHİR GARDENYA PLAZA' DA ACIBADEM HASTANESİ KARŞISI BÜYÜK 3+1	13402-96600	İstanbul/Ataşehir/Ataşehir Atatürk	4	141	18	13	2	3
1903	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-umit-emlakcidan-residence/detay/32356857	1290000	BRK'DAN TEONA ÜMİTKÖYDE SATILIK FULL YAPILI 4+1 DAİRE	43940-656	Ankara/Çankaya/Ümit	5	350	0	8	2	6
1921	https://www.hurriyetemlak.com/konut-satilik/istanbul-kucukcekmece-cennet-emlakcidan-daire/detay/32402715	289000	LALEZAR'dan Satılık Cennet'te 2+1 100 m2 içi yapılı 5.kat daire	32964-8652	İstanbul/Küçükçekmece/Cennet	3	100	34	5	1	1
1967	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-cukurambar-emlakcidan-daire/detay/32401673	1250000	ÇUKURAMBAR MUHSİN YAZICIOĞLU CADDESİNDE GÜNEY BATI CEPHELİ 5 BÖLÜM OFİS DAİRE	3920-6634	Ankara/Çankaya/Çukurambar	5	225	13	9	2	6
1983	https://www.hurriyetemlak.com/konut-satilik/antalya-kepez-ayanoglu-emlakcidan-villa/detay/32401346	345000	DÜDEN ONUR SİTESİNDE İÇİ SIFIRLANMIŞ LÜKS TRİPLEKS VİLLA	10978-6792	Antalya/Kepez/Ayanoğlu	5	250	18	3	2	2
1985	https://www.hurriyetemlak.com/konut-satilik/mersinicel-yenisehir-barbaros-emlakcidan-daire/detay/32214151	233000	ERGÜN'DEN BARBAROS'TA 3 CEPHELİ MESRAFSIZ 3+1 SATILIK DAİRE 	105939-112	Mersin(İçel)/Yenişehir/Barbaros	4	150	20	7	1	1
1992	https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-merkez-emlakcidan-daire/detay/32360339	199000	ELİF EMLAK OFİSİNDEN 4+1 160 M2 YAPILI ÇİFT BANYOLU KATTA	18510-15523	Ankara/Pursaklar/Merkez	5	165	4	1	2	1
1994	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-keklik-pinari-emlakcidan-daire/detay/32375947	250000	EKOL'DEN KEKLİKPINARINDA DİKMEN CD.ÜZERİNDE 3+1 120 M2 KOMBİLİ	4583-11229	Ankara/Çankaya/Keklik Pınarı	4	120	25	0	1	1
1998	https://www.hurriyetemlak.com/konut-satilik/mersinicel-akdeniz-yeni-emlakcidan-daire/detay/32401168	138000	ERGÜN DEN YENİ MH DE İÇİ YAPILI TEMİZ 2+1 SATILIK DAİRE	105939-248	Mersin(İçel)/Akdeniz/Yeni	4	150	25	2	1	1
2003	https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-akdeniz-emlakcidan-bina/detay/32398689	450000	KARİZMA'DAN KALİTESİYLE GÖZ KAMAŞTIRAN EŞSİZ PROJE	2233-14151	Mersin(İçel)/Mezitli/Akdeniz	5	220	0	9	2	2
2006	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-mursel-uluc-emlakcidan-daire/detay/32332626	200000	YİĞİT'DEN KATTA GENÇ BİNA 3+1 BAĞIMSIZ 130M2 FULL YAPILI KELEPİR	28568-10794	Ankara/Çankaya/Mürsel Uluç	4	130	9	1	1	1
2018	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-emek-emlakcidan-daire/detay/32390885	335000	GARDENDEN 8 YILLIK ASANSÖR A.K.OTOPARK GENÇ BİNADA 3+1 BAKIMLI	2250-790	Ankara/Çankaya/Emek	4	115	8	0	1	2
2043	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-incirli-emlakcidan-daire/detay/32369058	153000	İncirli Merkezde Orta Kat Güney Ön Cephe Yapılı Kiracılı	14431-8158	Ankara/Keçiören/İncirli	3	125	30	1	1	1
2045	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-tuzlucayir-emlakcidan-daire/detay/32277526	80000	EMLAK ŞEHRİNDEN TUZLUÇAYIR'DA 3+1 GÜNEY DOĞU ÖN CEPHELİ SATILIK	53138-5073	Ankara/Mamak/Tuzluçayır	4	75	11	0	1	0
2047	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-cayyolu-emlakcidan-residence/detay/32360678	925000	ÇAYYOLU YAŞAMKENTİN MERKEZİNDE BEKLENTİLERİN ÖTESİNDE YAŞA!	2640-1548	Ankara/Çankaya/Çayyolu	8	350	3	12	3	5
2052	https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-levazim-emlakcidan-residence/detay/32398407	10000000	Zorlu Center Yanı Selenium City de 5+1 Bahçe Dubleksi	2600-13379	İstanbul/Beşiktaş/Levazım	6	350	3	0	4	10
2054	https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-merkez-emlakcidan-daire/detay/32397920	115000	ELİF EMLAK OFİSİNDEN 2+1 95 M2 MANTOLAMALI YAPILI BAHÇE KATI	18510-15557	Ankara/Pursaklar/Merkez	3	100	13	0	1	1
2061	https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-yunus-emre-emlakcidan-daire/detay/32398182	119000	ELİF EMLAKTAN 2+1 85 M2 KİLERLİ MANTOLAMALI ÖN CEPHE KOT-1	18510-15560	Ankara/Pursaklar/Yunus Emre	3	90	8	0	1	1
2064	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-ege-emlakcidan-daire/detay/32280763	250000	EMLAK ŞEHRİNDEN EGE MAHALLESİNDE 3+1 GİRİŞ KAT 115m2 SATILIK	53138-5088	Ankara/Mamak/Ege	4	115	4	0	2	1
2065	https://www.hurriyetemlak.com/konut-satilik/eskisehir-tepebasi-eskibaglar-emlakcidan-bina/detay/32402223	199000	AKADEMİ EMLAK'TAN SAKARYA CADDESİ YAKINI BALKONLU ASANSÖRLÜ 2+1	52154-2608	Eskişehir/Tepebaşı/Eskibağlar	3	100	3	1	1	1
2075	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-yenicag-emlakcidan-daire/detay/32324914	615000	ARSLAN EMLAK GÜVENCESİYLE YENİÇAĞ MAHALLESİN'DE 4+1 SIFIRDUBLEKS	43936-10921	Ankara/Yenimahalle/Yeniçağ	5	220	0	3	3	3
